nom,x,y
Cergy-Pontoise,2.086741000000000,49.051535000000001
Cérilly,3.626074519775337,48.177628299148999
Chablis,3.790602254318491,47.807831998671368
Challans,-1.839817466282344,46.835590777616517
Chalon-sur-Saône,4.852424603735714,46.789930937891455
Chalons-sur-Marne,4.360858000000001,48.959336999999998
Chambéry,5.908847914953834,45.583576921738739
Chambord,0.620311439890065,48.882206373259194
Chamonix,6.869404000000000,45.924978000000003
Champagnole,5.898168780191856,46.744971358496578
Chamrousse,5.894629038282806,45.119221337540083
Changé,0.297091819514035,47.978872836995642
Chantilly,2.481202845020935,49.176368687084555
Chantonnay,-1.044123825190034,46.669165499512559
Charleroi,4.449595000000002,50.409019000000001
Charleville-Mézières,4.717032691865256,49.775020548937995
Chartres,1.505693069945587,48.447105859775618
Chassieu,4.962262563152566,45.738136555681784
Château-Thierry,3.381400086068691,49.056452287272677
Châteaubriant,-1.386808393277842,47.722166245261711
Chateaulin,-4.088964000000000,48.198307999999997
Châteauroux,1.693661200705122,46.803200356213289
Châtel,6.816904949346370,46.248867677221192
Châtel-Guyon,3.062515983351194,45.920713184583896
Châtelaillon-Plage,-1.083060056206524,46.072217885816912
Châtellerault,0.552754604680870,46.815582739137085
Chatou,2.153563451078689,48.896384962482877
Chaumeil,1.880229337653680,45.455046665426785
Chaumont,3.100612092850527,48.309962415858969
Chauvigny,0.678360788246532,46.554403384282473
Cherbourg-en-Cotentin,-1.620718755180745,49.632548942250303
Cholet,-0.877522687051320,47.045634383753203
Chorges,6.287980605539258,44.545735162267825
Ciney,5.099073000000000,50.298256000000002
Clermont-Ferrand,3.115409278690181,45.785929560848899
Cluses,6.579648626848208,46.063189417736758
Coblence,7.585277000000000,50.355525999999998
Cognac,-0.335265918690398,45.696379650965383
Col d'Aubisque,-0.339912000000000,42.976720999999998
Col du Granon,6.610785000000000,44.962836000000003
Col du Tourmalet,0.175202000000000,42.910994000000002
Colmar,7.384886852470296,48.109945744040559
Cologne,0.975153545074998,43.717475926262942
Colomiers,1.326977899029293,43.611725858140943
Commercy,5.556085342539260,48.746231222992698
Compiègne,2.852841597923579,49.399281327447419
Concarneau,-3.907154358191870,47.896524417053548
Copenhague,12.527556000000001,55.691927999999997
Corbeil-Essonnes,2.469450516150406,48.603935763386048
Cork,-8.462792000000000,51.893866000000003
Corrèze,1.870581508187698,45.365234921423323
Courchevel,6.639531611064848,45.395502267745606
Crans-Montana,7.468142000000000,46.307302000000000
Créteil,2.454739511477720,48.783798460492733
Cugnaux,1.343144592794849,43.544878689834867
Culoz,5.783910976398802,45.856248806925400
Cuneo,7.548225000000000,44.389862999999998
Damazan,0.275262075690094,44.289159851939203
Dax,-1.059660702824735,43.700968801719149
Deauville,0.075159880386045,49.355056289432603
Dieppe,1.087006751625941,49.922028853587463
Digne-les-Bains,6.235719522612378,44.090775591575010
Dijon,5.037525259179914,47.322851647880277
Dinan,-2.051310836181174,48.446133381011791
Dinant,4.913182000000000,50.263170000000002
Dinard,-2.061913991699314,48.624863329622272
Disneyland-Paris,2.780352000000000,48.869183999999997
Divonne,6.139764000000000,46.358750000000001
Dole,5.500968896490480,47.075540025259826
Domaine du Rouret,4.275888000000000,44.380845000000001
Douai,3.090843867981934,50.381773807684127
Douvres,5.371971144534402,45.984317838735656
Draguignan,6.454496958248872,43.535986496544808
Dreux,1.359474774194108,48.748668822492121
Dublin,-6.268257000000000,53.338819000000001
Dunkerque,2.336956125473284,51.030268830866014
Düsseldorf,6.777943000000000,51.226756999999999
Embrun,6.475459144543786,44.580758826678583
Enniscothy,-6.566564000000000,52.503056999999998
Épernay,3.931693294284204,49.036990408668643
Epinal,6.451316000000000,48.179181999999997
Epinay-sous-Sénart,2.508821000000000,48.689576000000002
Escaldes-Engordany,1.541684000000000,42.510567000000002
Esch-sur-Alzette,5.969557000000000,49.498592000000002
Espelette,-1.452828446162682,43.323701997657977
Etampes,2.160167000000000,48.438155000000002
Eurotunnel,1.807108000000000,50.914920000000002
Evian-les-Bains,6.590086000000000,46.399411000000001
Evreux,1.168014000000000,49.025013999999999
Evry,2.423231000000000,48.623809999999999
Eymet,0.394296817091855,44.673618456726821
Fecamp,0.368754000000000,49.756306000000002
Feldsberg,8.036621999999999,47.857905000000002
Figeac,2.025446517964570,44.605264902849072
Finhaut-Emosson,6.978073000000000,46.083798000000002
Flers,2.254027139245841,50.321001307596539
Fleurance,0.642162757300151,43.840189350216605
Foix,1.610358886244365,42.965311720760845
Font Romeu,2.040436000000000,42.496721999999998
Fontaine,6.998535065351964,47.659336199617385
Fontaine-au-Pire,3.366526535503321,50.127827539437867
Fontainebleau,2.680899557672957,48.406536895806035
Fontenay-le-Comte,-0.793168844164588,46.456387382923339
Fontenay-sous-Bois,2.473993831495409,48.851205203045879
Forest,4.310777000000000,50.814225000000000
Forges-les-Eaux,1.561790038250701,49.608767102074545
Fougères,-1.194393446952550,48.352746908328427
Francfort,8.669893999999999,50.114400000000003
Fribourg,6.871660241962736,48.769976363872104
Fribourg-en-Brisgau,7.834132000000000,48.002338000000002
Fromentine,-2.136488000000000,46.889980999999999
Frontignan-La-Peyrade,3.752553000000000,43.448754999999998
Futuroscope,0.366708000000000,46.668768000000000
Gaillac,1.886235167102628,43.916640173288030
Gaillard,6.207107391060286,46.182052515581915
Gand,3.728323000000000,51.054946999999999
Gap,6.064794887478760,44.580400064313274
Genève,6.138063000000000,46.200854999999997
Gérardmer,6.859298750538936,48.065129111859157
Gérone,2.814523000000000,41.976101000000000
Gex,6.046190929290046,46.347454525345931
Givors,4.757886400971624,45.581313809225328
Gourette,-0.334690000000000,42.959128999999997
Grand Colombier,5.760853000000000,45.902391000000001
Granville,-1.590685476628865,48.836778463468555
Grenoble,5.721081162038936,45.182277471963843
Guéret,1.870935888676010,46.162664564669015
Gueugnon,4.049169447453572,46.593826006991151
Guzet-Neige,1.300018000000000,42.780946999999998
Harelbeke,3.312330000000000,50.85729332522606
Harrogate,-1.540504000000000,53.994827000000001
Hasselt,5.336914000000000,50.931832999999997
Hautacam,-0.003579000000000,42.972109000000003
Hendaye,-1.765762190328224,43.365030650898952
Herenthals,4.836668000000000,51.176566999999999
Houilles,2.187223405276567,48.926563745917043
Huy,5.233781000000000,50.523313000000002
Hyères,6.189741846541930,43.101711030551606
Ile d'Oléron,-1.294983000000000,45.925362000000000
Île de Ré Saint-Martin-de-Ré,-1.402915000000000,46.191572000000001
Isola 2000,7.158340000000000,44.188935999999998
Issoire,3.244751130006170,45.545516737103654
Issoudun,1.999901378518938,46.948639932557143
Ivrea,7.874213000000000,45.467753000000002
Izoard,6.731333000000000,44.824254000000003
Jaca,-0.542254000000000,42.570591000000000
Jambes,4.859993000000000,50.470055000000002
Jaunay-Clan,0.370288000000000,46.684894999999997
Jausiers,6.786637047102596,44.387774479946003
Joigny,3.410156897182483,48.009017813710855
Joinville,5.122428940548136,48.433355071300738
Jonzac,-0.427201868906189,45.441904666757623
Karlsruhe,8.395306000000000,49.001806999999999
L'Alpe d'Huez,6.070212000000000,45.091093999999998
L'Alpe-d'Huez,6.070212000000000,45.091093999999998
L'Isle d'Abeau,5.228156000000000,45.620052999999999
L'Isle-Jourdain,1.081329744642508,43.614431911747566
La Bastide d'Armagnac,-0.188723000000000,43.970869999999998
La Baule,-2.399277000000000,47.283397000000001
La Bourboule,2.749759424941351,45.579501137327931
La Caverne du Pont-d'Arc,4.432829000000000,44.407316999999999
La Châtaigneraie,-0.740065007056703,46.642057448630794
La Châtre,1.990972535560004,46.574230833095264
La Chaux-de-Fonds,6.831870000000000,47.104035000000003
La Ferté-sous-Jouarre,3.128426851519702,48.953957495505577
La Grande-Motte,4.077542833081947,43.567861683513762
La Guerche,0.725489009184245,46.894111352458637
La Haye Fouassière,-1.401774000000000,47.155326000000002
La Mongie,0.181486000000000,42.910434000000002
La Mure,5.787728968899336,44.909338179105717
La Pierre-Saint-Martin,-0.744744000000000,42.977536999999998
La Plagne,6.675479000000000,45.506300000000003
La Planche des Belles Filles,6.777117000000000,47.771489000000003
La Roche-sur-Foron,6.300195152584448,46.043960591385321
La Roche-sur-Yon,-1.407868435800918,46.667641133626852
La Rochelle,-1.151369,46.158902
La Rosière Espace San Bernardo,6.848705000000000,45.627958999999997
La Ruchère,5.796764000000000,45.409106999999999
La Tour du Pin,5.442918000000000,45.566913999999997
La Toussuire,6.262475000000000,45.255626999999997
Lac de Madine,5.735876000000000,48.919324000000003
Lac de Payolle,0.296026000000000,42.936512000000000
Lac de Vassivière,1.855371000000000,45.800792000000001
Lac Saint Point - Malbuisson,6.336895000000000,46.842976999999998
Lacanau,-1.107914124681601,44.983546969889865
Lacapelle-Marival,1.936722285373345,44.725421220010226
Laissac-Sévérac l'Église,2.831638575546432,44.362400345227961
Lamballe,-2.514131000000000,48.469189999999998
Landerneau,-4.264218916806911,48.451121818723870
Lanester,-3.327755529511599,47.768898050013398
Langon,-0.241237614388122,44.537288291478880
Lannemezan,0.393446517099246,43.117101023865878
Lannion,-3.462151966825693,48.743491311622712
Lans-en-Vercors,5.590270035848804,45.120878536376402
Laon,3.621171010272166,49.567959670284090
Laplume,0.538233942878610,44.117224978671366
Laruns,-0.419596854508307,42.892182314676653
Lausanne,6.631425000000000,46.512574000000001
Laval,-0.765748758771292,48.061079255221067
Lavaur,1.024311225710419,44.625170076343331
Lavelanet,1.846052253977808,42.933724035276846
Le Blanc,1.100036952596348,46.634819567814688
Le Bourg d'Oisans,6.029935000000000,45.054237999999998
Le Creusot,4.426770538042310,46.806692572920106
Le Grand-Bornand,6.476342549217608,45.956195959671341
Le Havre,0.138943867918769,49.495246412328363
Le Lioran,2.747616000000000,45.083345000000001
Le Mans,0.200094053272608,47.988614683018689
Le Perreux,2.506894000000000,48.841129000000002
Le Pleynet,6.053849000000000,45.271360000000001
Le Puy en Velay,3.889867000000000,45.044798000000000
Le Teil,4.664406880508228,44.543064266982874
Le Touquet-Paris-Plage,1.598830239557056,50.508753757053640
Le Tréport,1.372309141236089,50.052825847095221
Leeds,-1.545735000000000,53.791983000000002
Leiden,4.480816000000000,52.167028999999999
Les Arcs,6.828723000000000,45.572814000000001
Les Deux Alpes,6.123270129266564,44.995171113528443
Les Echelles,5.752711000000000,45.436718999999997
Les Essarts,0.712805859589062,47.732028300160586
Les Menuires,6.538755000000000,45.323281000000001
Les Orres,6.579416670567518,44.485121785543171
Les Sables,-1.773871000000000,46.501089000000000
Lézat-sur-Leze,1.347022000000000,43.278557999999997
Lézignan-Corbières,2.762026151475822,43.204049129714285
Libourne,-0.234710863517944,44.912926919360807
Liège,5.567685000000000,50.642454999999998
Liévin,2.772845099489853,50.424290102521482
Lille,3.047001403367828,50.631844226247857
Limoges,1.248845812616473,45.854425176162223
Limoux,2.239139910374317,43.049948407299951
Lisieux,0.238166123418292,49.147034055456906
Livarot,0.152694000000000,49.005859000000001
Lodève,3.305886972013257,43.730657998230491
Londres,-0.123744000000000,51.486713000000002
Longjumeau,2.302926569186120,48.689821503405270
Longwy,5.766243466480806,49.521538966152178
Lons-le-Saunier,5.557587563354400,46.674779339421278
Lorient,-3.378153002916183,47.751005665521767
Loudenvielle,0.431454242065867,42.731892641498021
Loudun,0.099282295084800,47.010061997645963
Lourdes,-0.076954664596188,43.107610024091358
Louvain,4.699512000000000,50.876254000000003
Louvroil,3.954120399487082,50.258415782017941
Luchon,0.594647000000000,42.790819999999997
Luçon,-1.164244189882919,46.451086634223593
Lugny,4.819083627937304,46.480904932428281
Lunéville,6.498879768429658,48.591813890736319
Lure,6.496584729822724,47.685453286540245
Luxembourg,6.124021000000000,49.611598000000001
Luz Ardiden,-0.046020000000000,42.723795000000003
Luz-Saint-Sauveur,0.017703316379842,42.832267732466541
Lyon,4.836349869198380,45.754930408642082
Maastricht,5.702993000000000,50.856273000000002
Machecoul,-1.815182183650255,46.99404055282083
Mâcon,4.818555507175440,46.321144128201695
Malaucène,5.149814128324632,44.188572916681387
Manosque,5.791001335363498,43.835197060962102
Mantes-la-Jolie,1.694020119633366,48.998419897779065
Marche en Famenne,5.341016966349774,50.22704422972441
Marcoussis,2.206051465707975,48.646345022681835
Marennes,4.907258998212214,45.623006620532855
Marseille,5.419087615426764,43.292399762703091
Martigny,4.133944082708853,49.866325744449739
Martigues,5.049977071797752,43.381007891754827
Maubeuge,3.963219345392431,50.284261411993327
Maubourguet Pays du Val d'Adour,0.035862543652789604,43.46820577012114
Mayenne,-0.614725013106557,48.307308166411069
Mazamet,2.388877304662137,43.457805741624377
Mazé-Montgeoffroy,-0.27203870726362045,47.45696390377161
Meaux,2.900116705927588,48.956860784907320
Megève,6.623689969311142,45.840246737794338
Melun,2.657936260358984,48.544304918972969
Mende,3.481237316421267,44.529296877736613
Menton,7.493539095857056,43.791757965878880
Méribel,6.579745828008476,45.37364665536792
Merlin-Plage,-2.048683068558253,46.802172121095388
Metz,6.196005481215676,49.108211734256265
Meyrignac l'Eglise,1.8526200845179757,45.40104475644457
Millau,3.117376016500160,44.097408957698370
Miramas,5.013948971154472,43.584189368929863
Modane Valfréjus,6.67126713208018,45.20292041967484
Mohlin,7.840830861907351,47.56169351047754
Moirans-en-Montagne,5.738281033184480,46.439065503102583
Molenbeek,4.338811773570554,50.85493143382734
Monaco,7.419700811182402,43.7323244597277
Mondorf-les-Bains,6.280624876863757,49.50786201312905
Monetier les Bains,6.505622954355269,44.97694932743297
Mons,3.422376933602431,46.000544113780307
Mont Aigoual,3.581366124519381,44.12155352685442
Mont de Marsan,-0.497291621951936,43.88743922783356
Mont des Alouettes,-1.0075973161884377,46.89422855880862
Mont Revard,5.9755326268632345,45.68209543365702
Mont Ventoux,5.278599228471846,44.17378356862791
Mont-Saint-Michel,-1.5111440329632269,48.63607554741192
Montaigu,3.844329480311133,49.553171308058779
Montargis,2.737280219604873,47.999104193621370
Montauban,1.364103645552292,44.022278775514224
Montbéliard,6.791895240284386,47.515619229163910
Montceau-les-Mines,4.353883066085406,46.675839754629159
Montélimar,4.748369451631172,44.553755768642077
Montereau,2.562066695412169,47.835325713057649
Montereau-Fault-Yonne,2.961736784862481,48.389905039147990
Montgenèvre,6.727997802027460,44.939385648932962
Montgeron,2.461940090650746,48.695306709599734
Montlhéry,2.268322897978220,48.642082333968283
Montluçon,2.603724290075556,46.339075788221841
Montpellier,3.869239375418624,43.613350605002530
Montpon-Monesterol,0.16188532907621112,45.008815560504374
Montreuil,1.771850023673599,50.465515124027483
Morcenx,-0.9113962745097428,44.0349667975891
Morlaix,-3.820157333675851,48.599995456058210
Morzine,6.742408948813790,46.173164619504917
Mouilleron-Saint-Germain,-0.842041575700065,46.669120321626629
Mourenx,-0.617094530968044,43.374004389560433
Mouscron,3.2122402371437992,50.742837817894134
Moûtiers,6.536696362600292,45.486077486033444
Mulhouse,7.325430564039494,47.748994615796654
Mûr-de-Bretagne Guerlédan,-2.987439079304788,48.20123062211172
Muret,1.308795486498716,43.448885975174427
Namur,4.864882623463248,50.46909633481756
Nancy,6.175283689676490,48.690077462569739
Nanterre,2.207056472220328,48.896167097068499
Nantes,-1.548182418851069,47.232007806068935
Nantua,5.613218783665082,46.154307606706695
Narbonne,3.020195523801715,43.165254735951727
Nay,-1.372433282536002,49.241735189169560
Nemours,2.710811420278277,48.259931063799165
Neuchâtel,6.9313806168984735,46.99367298298816
Neufchatel-en-Bray,1.440612047076776,49.73349718361171
Neuville-de-Poitou,0.254678481292157,46.682400389379637
Nevers,3.156928168533925,46.987986050236110
Nice,7.237896248539280,43.712208255558515
Nîmes,4.347603039487092,43.844622870092586
Niort,-0.465254716049110,46.328503365799541
Nogent-sur-Marne,2.481688810914279,48.836652770342170
Nogent-sur-Oise,2.464629870199740,49.276081608104803
Noirmoutier-en-l'Île,-2.262636951269401,47.008915212414323
Noisy-le-Sec,2.458428036105768,48.891606319314221
Nuits-Saint-Georges,4.938559096789734,47.146595541431267
Nyborg,10.793785835121803,55.31563647188755
Obernai,7.480159519567556,48.459486627049074
Olonne-sur-Mer,-1.7712633095359933,46.53598537807436
Oloron,-0.6170824795702681,43.191316675067306
Orange,4.810279152771592,44.128952458969671
Orchies,3.239024915918325,50.468753253006469
Orcières-Merlette,6.3241730786929065,44.696663161809845
Orléans,1.916606086585050,47.882254574280353
Orthez,-0.780159267298053,43.494297833602722
Oyonnax,5.652542938385844,46.261211929981599
Palaiseau,2.228657834420825,48.714793116258299
Pamiers,1.615604814028131,43.123498083569707
Pampelune,-1.6425473582857026,42.81939337028472
Pantin,2.409118158401218,48.898551825028520
Paris,2.342876430194028,48.856622195538449
Pas de la Case,1.7334894869087099,42.54463253842213
Passage du Gois,-2.1234714821166647,46.930519692291924
Pau,-0.350130337839516,43.320047521550130
Pauillac,-0.767120727440734,45.198230767536018
Périgueux,0.711938666290128,45.191892605647531
Péronne,4.801171010828552,46.441450469510627
Perpignan,2.898966727373378,42.696487003703659
Perros-Guirec,-3.467040125805090,48.811965653845782
Peyragudes,0.44586663404850985,42.790365096901574
Peyrehorade,-1.107108744594009,43.558659464726013
Pforzheim,8.700506769036231,48.891816257608404
Piau-Engaly,0.1586882806110266,42.78452700839993
Pinerolo,7.3330967066537145,44.88637787109506
Plateau de Beille,1.690630503861008,42.725671199517436
Plouay,-3.337273254298968,47.927009464144206
Plumelec,-2.623506623714165,47.825777439635431
Plymouth,-4.14643864898614,50.38158292483766
Poitiers,0.359471043492051,46.583625009522983
Pont du Gard,4.535123291192436,43.94747655462705
Pont l'Evêque,0.19427282004955698,49.291412565229066
Pont-Audemer,0.521043296688585,49.345771305753090
Pontarlier,6.389308395236316,46.911990277631951
Pontchateau,-2.0904121476252753,47.43967282738961
Pontivy,-2.970502359661959,48.073141911889216
Pontoise,2.094588811489215,49.051566569652273
Pornic,-2.052007517722591,47.122381845090899
Pornichet,-2.315236215048960,47.261373885167266
Porrentruy,7.076313480653311,47.41557912881144
Port Barcarès,3.0393216158097154,42.83221631467216
Porto Vecchio,9.279496879483911,41.59324419932557
Portsmouth,-1.0757894332700157,50.80954724583231
Pouilly-en-Auxois,4.556495031440114,47.262887769665937
Pra Loup,6.603613648163935,44.37096964117403
Prapoutel,5.995062422922266,45.25696907235045
Prat d'Albis,1.5812821795447003,42.921571502572135
Prato Nevoso,7.785224227280189,44.25562105923104
Privas,4.594095763433298,44.722522356625667
Puy de Dôme,2.9613414336807597,45.77102203172637
Puy Mary Cantal,2.676109109743826,45.109186665398354
Puy-du-Fou,-0.9315052460153654,46.88952565418209
Pyrénées 2000,2.059403094214168,42.52147710406731
Quillan,2.173135687223073,42.884939030668654
Quimper,-4.091070601925418,47.997017081438401
Rambouillet,1.826552355345495,48.653545406861198
Redon,-2.080270485603915,47.661238820091278
Regnier-Durette,4.63983821193602,46.13900694347208
Reims,4.043040326917024,49.250756303024843
Renazé,-1.040008178583677,47.784616801885576
Rennes,-1.681854675069339,48.111677216459469
Revel,5.910043312219416,45.168301183566520
Risoul,6.622389176637608,44.623993514479594
Roanne,4.080176689258716,46.045419813311234
Rocamadour,1.621905253862953,44.814958219704401
Rochefort,-0.968698,45.943058
Rodez,2.566885952181418,44.358691378902201
Romans-sur-Isère,5.038250394711872,45.054903850291709
Roquefort,0.588277865544805,43.757163951624030
Roscoff,-3.988802678916215,48.711919450030834
Roskilde,12.086459097876283,55.641746998844674
Rotterdam,4.466919590601937,51.926869350376904
Roubaix,3.181924744345783,50.688385602037918
Rouen,1.093483744737535,49.441493594093153
Royan,-1.017720986476339,45.634273356596523
Ruelle,0.21845918669919587,45.67705660727146
Ruffec,0.199505775602452,46.039870177063968
Rungis,2.352565156790708,48.749691281695569
's-Hertogenbosch,5.30269292705003,51.69353114645453
Sablé,-0.3370859016704998,47.840578071519545
Saint Gaudens,0.7250755333409139,43.10829766655287
Saint Julien en Genevois,6.080456050767597,46.14521570425955
Saint Nazaire,-2.2133363444096545,47.280306911505605
Saint Orens de G.,1.5322144357095535,43.55458709867767
Saint-Amand-les-Eaux,3.443985923291971,50.440387126299527
Saint-Amand-Montrond,2.519892103764746,46.726235397710504
Saint-Brieuc,-2.763299425102461,48.514905185773095
Saint-Denis,2.3568142900697,48.93644817799909
Saint-Dié-des-Vosges,6.938016002664030,48.296756611425522
Saint-Dier-d'Auvergne,3.482095248441008,45.670538283466712
Saint-Dizier,4.949493190272954,48.628152872902874
Saint-Emilion,-0.15508580933388016,44.89280671855204
Saint-Etienne,4.389912423223252,45.43991901241937
Saint-Fargeau,3.084734495267466,47.642438451646257
Saint-Flour,3.083018697619593,45.028637917245838
Saint-Galmier,4.315477733382333,45.603702812035053
Saint-Gaudens,0.726673509273163,43.119701527269861
Saint-Germain-en-Laye,2.096218964835511,48.937291497987587
Saint-Gervais,5.497450036814352,45.190523981970166
Saint-Gildas-des-Bois,-2.059184652307897,47.508904144046426
Saint-Gilles-Croix-de-Vie,-1.919155058345984,46.690647185408707
Saint-Girons,1.153928511212406,42.975965236944781
Saint-Grégoire,2.260776035608624,43.955382723832344
Saint-Herblain,-1.634112887310204,47.224890333686098
Saint-Hilaire du Harcouët,-1.089179969595184,48.577659911868544
Saint-Jean-de-Maurienne,6.345828848249412,45.271828816887215
Saint-Jean-de-Monts,-2.048683068558253,46.802172121095388
Saint-Lary-Soulan Col du Portet,0.23655262765067622,42.83311982836873
Saint-Léonard-de-Noblat,1.495716156334061,45.841028529833174
Saint-Lô,-1.077409327266503,49.109846056113255
Saint-Maixent-L'Ecole,-0.20762860584857942,46.41406894656689
