"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","06/07/1932","Paris","Caen","JEAN AERTS"
"2",2,"Étape 2","07/07/1932","Caen","Nantes","KURT STOEPEL"
"3",3,"Étape 3","09/07/1932","Nantes","Bordeaux","ANDRÉ LEDUCQ"
"4",4,"Étape 4","11/07/1932","Bordeaux","Pau","GEORGES RONSSE"
"5",5,"Étape 5","12/07/1932","Pau","Luchon","ANTONIO PESENTI"
"6",6,"Étape 6","14/07/1932","Luchon","Perpignan","FRANS BONDUEL"
"7",7,"Étape 7","16/07/1932","Perpignan","Montpellier","FRANS BONDUEL"
"8",8,"Étape 8","17/07/1932","Montpellier","Marseille","MICHELE ORECCHIA"
"9",9,"Étape 9","18/07/1932","Marseille","Cannes","RAFAËLE DI PACO"
"10",10,"Étape 10","19/07/1932","Cannes","Nice","FRANCESCO CAMUSSO"
"11",11,"Étape 11","21/07/1932","Nice","Gap","ANDRÉ LEDUCQ"
"12",12,"Étape 12","22/07/1932","Gap","Grenoble","ROGER LAPEBIE"
"13",13,"Étape 13","23/07/1932","Grenoble","Aix-les-Bains","ANDRÉ LEDUCQ"
"14",14,"Étape 14","24/07/1932","Aix-les-Bains","Evian-les-Bains","RAFAËLE DI PACO"
"15",15,"Étape 15","25/07/1932","Evian-les-Bains","Belfort","ANDRÉ LEDUCQ"
"16",16,"Étape 16","26/07/1932","Belfort","Strasbourg","GÉRARD LONCKE"
"17",17,"Étape 17","27/07/1932","Strasbourg","Metz","RAFAËLE DI PACO"
"18",18,"Étape 18","28/07/1932","Metz","Charleville-Mézières","RAFAËLE DI PACO"
"19",19,"Étape 19","29/07/1932","Charleville-Mézières","Malo","GASTON REBRY"
"20",20,"Étape 20","30/07/1932","Malo","Amiens","ANDRÉ LEDUCQ"
"21",21,"Étape 21","31/07/1932","Amiens","Paris","ANDRÉ LEDUCQ"
