"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","06/07/2002","Luxembourg","Luxembourg","RUBENS BERTOGLIATI"
"2",2,"Étape 1","07/07/2002","Luxembourg","Luxembourg","OSCAR FREIRE"
"3",3,"Étape 2","08/07/2002","Luxembourg","Sarrebruck","ROBBIE MC EWEN"
"4",4,"Étape 3","09/07/2002","Metz","Reims","ONCE - EROSKI"
"5",5,"Étape 4","10/07/2002","Épernay","Château-Thierry","JAAN KIRSIPUU"
"6",6,"Étape 5","11/07/2002","Soissons","Rouen","ERIK ZABEL"
"7",7,"Étape 6","12/07/2002","Forges-les-Eaux","Alençon","BRADLEY MC GEE"
"8",8,"Étape 7","12/07/2002","Bagnoles-de-l'Orne","Avranches","KARSTEN KROON"
"9",9,"Étape 8","14/07/2002","Saint-Martin-de-Landelles","Plouay","SANTIAGO BOTERO"
"10",10,"Étape 9","15/07/2002","Lanester","Lorient","PATRICE HALGAND"
"11",11,"Étape 10","17/07/2002","Bazas","Pau",NA
"12",12,"Étape 11","18/07/2002","Pau","La Mongie",NA
"13",13,"Étape 12","19/07/2002","Lannemezan","plateau_de_beille","DAVID MILLAR"
"14",14,"Étape 13","20/07/2002","Lavelanet","Béziers","RICHARD VIRENQUE"
"15",15,"Étape 14","21/07/2002","Lodève","Mont Ventoux","SANTIAGO BOTERO"
"16",16,"Étape 15","23/07/2002","Vaison-la-Romaine","Les Deux Alpes","MICHAEL BOOGERD"
"17",17,"Étape 16","24/07/2002","Les Deux Alpes","La Plagne","DARIO FRIGO"
"18",18,"Étape 17","25/07/2002","Aime","Cluses","THOR HUSHOVD"
"19",19,"Étape 18","26/07/2002","Cluses","Bourg-en-Bresse",NA
"20",20,"Étape 19","27/07/2002","Regnier-Durette","Macon","ROBBIE MC EWEN"
"21",21,"Étape 20","28/07/2002","Melun","Paris",NA
