"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","01/07/2017","Düsseldorf","Düsseldorf","GERAINT THOMAS"
"2",2,"Étape 2","02/07/2017","Düsseldorf","Liège","MARCEL KITTEL"
"3",3,"Étape 3","03/07/2017","Verviers","Longwy","PETER SAGAN"
"4",4,"Étape 4","04/07/2017","Mondorf-les-Bains","Vittel","ARNAUD DEMARE"
"5",5,"Étape 5","05/07/2017","Vittel","La Planche des Belles Filles","FABIO ARU"
"6",6,"Étape 6","06/07/2017","Vesoul","Troyes","MARCEL KITTEL"
"7",7,"Étape 7","07/07/2017","Troyes","Nuits-Saint-Georges","MARCEL KITTEL"
"8",8,"Étape 8","08/07/2017","Dole","Station des Rousses","LILIAN CALMEJANE"
"9",9,"Étape 9","09/07/2017","Nantua","Chambéry","RIGOBERTO URAN"
"10",10,"Étape 10","11/07/2017","Périgueux","Bergerac","MARCEL KITTEL"
"11",11,"Étape 11","12/07/2017","Eymet","Pau","MARCEL KITTEL"
"12",12,"Étape 12","13/07/2017","Pau","Peyragudes","ROMAIN BARDET"
"13",13,"Étape 13","14/07/2017","Saint-Girons","Foix","WARREN BARGUIL"
"14",14,"Étape 14","15/07/2017","Blagnac","Rodez","MICHAEL MATTHEWS"
"15",15,"Étape 15","16/07/2017","Laissac-Sévérac l'Église","Le Puy-en-Velay","BAUKE MOLLEMA"
"16",16,"Étape 16","18/07/2017","Le Puy-en-Velay","Romans-sur-Isère","MICHAEL MATTHEWS"
"17",17,"Étape 17","19/07/2017","La Mure","Serre-Chevalier","PRIMOŽ ROGLIČ"
"18",18,"Étape 18","20/07/2017","Briançon","Izoard","WARREN BARGUIL"
"19",19,"Étape 19","21/07/2017","Embrun","Salon-de-Provence","EDVALD BOASSON-HAGEN"
"20",20,"Étape 20","22/07/2017","Marseille","Marseille","MACIEJ BODNAR"
"21",21,"Étape 21","23/07/2017","Montgeron","Paris Champs-Élysées","DYLAN GROENEWEGEN"
