"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","07/07/1936","Paris","Lille","PAUL EGLI"
"2",2,"Étape 2","08/07/1936","Lille","Charleville-Mézières","ROBERT WIERINCKX"
"3",3,"Étape 3","09/07/1936","Charleville-Mézières","Metz","MATHIAS CLEMENS"
"4",4,"Étape 4","10/07/1936","Metz","Belfort","MAURICE ARCHAMBAUD"
"5",5,"Étape 5","11/07/1936","Belfort","Evian-les-Bains","RENÉ LE GREVES"
"6",6,"Étape 6","13/07/1936","Evian-les-Bains","Aix-les-Bains","ELOI MEULENBERG"
"7",7,"Étape 7","14/07/1936","Aix-les-Bains","Grenoble","THÉO MIDDELKAMP"
"8",8,"Étape 8","15/07/1936","Grenoble","Briançon","FERNAND LEMAY"
"9",9,"Étape 9","16/07/1936","Briançon","Digne-les-Bains","LÉON LEVEL"
"10",10,"Étape 10","18/07/1936","Digne-les-Bains","Nice","PAUL MAYE"
"11",11,"Étape 11","19/07/1936","Nice","Cannes","FÉDÉRICO EZQUERRA"
"12",12,"Étape 12","21/07/1936","Cannes","Marseille","RENÉ LE GREVES"
"13",13,"Étape 13.1","22/07/1936","Marseille","Nimes",NA
"14",14,"Étape 13.2","22/07/1936","Nimes","Montpellier",NA
"15",15,"Étape 14.1","23/07/1936","Montpellier","Narbonne","SAUVEUR DUCAZEAUX"
"16",16,"Étape 14.2","23/07/1936","Narbonne","Perpignan","SYLVÈRE MAES"
"17",17,"Étape 15","25/07/1936","Perpignan","Luchon","RENÉ LE GREVES"
"18",18,"Étape 16","27/07/1936","Luchon","Pau",NA
"19",19,"Étape 17","29/07/1936","Pau","Bordeaux",NA
"20",20,"Étape 18.1","30/07/1936","Bordeaux","Saintes",NA
"21",21,"Étape 18.2","30/07/1936","Saintes","La Rochelle","ARSÈNE MERSCH"
"22",22,"Étape 19.1","31/07/1936","La Rochelle","La Roche-sur-Yon",NA
"23",23,"Étape 19.2","31/07/1936","La Roche-sur-Yon","Cholet",NA
"24",24,"Étape 19.3","31/07/1936","Cholet","Angers",NA
"25",25,"Étape 20.1","01/08/1936","Angers","Vire",NA
"26",26,"Étape 20.2","01/08/1936","Vire","Caen",NA
"27",27,"Étape 21","02/08/1936","Caen","Paris",NA
