"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","01/07/2000","Futuroscope","Futuroscope","DAVID MILLAR"
"2",2,"Étape 2","02/07/2000","Futuroscope","Loudun","TOM STEELS"
"3",3,"Étape 3","03/07/2000","Loudun","Nantes","TOM STEELS"
"4",4,"Étape 4","04/07/2000","Nantes","Saint Nazaire","O.N.C.E - DEUTSCHE BANK"
"5",5,"Étape 5","05/07/2000","Vannes","Vitré","MARCEL WUST"
"6",6,"Étape 6","06/07/2000","Vitré","Tours","LEON VAN BON"
"7",7,"Étape 7","07/07/2000","Tours","Limoges","CHRISTOPHE AGNOLUTTO"
"8",8,"Étape 8","08/07/2000","Limoges","Villeneuve sur Lot","ERIK DEKKER"
"9",9,"Étape 9","09/07/2000","Agen","Dax","PAOLO BETTINI"
"10",10,"Étape 10","10/07/2000","Dax","Hautacam","JAVIER OTXOA"
"11",11,"Étape 11","11/07/2000","Bagnères-de-Bigorre","Revel","ERIK DEKKER"
"12",12,"Étape 12","13/07/2000","Carpentras","Mont Ventoux","MARCO PANTANI"
"13",13,"Étape 13","14/07/2000","Avignon","Draguignan","VICENTE GARCIA ACOSTA"
"14",14,"Étape 14","15/07/2000","Draguignan","Briançon","SANTIAGO BOTERO"
"15",15,"Étape 15","16/07/2000","Briançon","Courchevel","MARCO PANTANI"
"16",16,"Étape 16","18/07/2000","Courchevel","Morzine","RICHARD VIRENQUE"
"17",17,"Étape 17","19/07/2000","Evian-les-Bains","Lausanne","ERIK DEKKER"
"18",18,"Étape 18","20/07/2000","Lausanne","Fribourg-en-Brisgau","SALVATORE COMMESSO"
"19",19,"Étape 19","21/07/2000","Fribourg-en-Brisgau","Mulhouse",NA
"20",20,"Étape 20","22/07/2000","Belfort","Troyes","ERIK ZABEL"
"21",21,"Étape 21","23/07/2000","Paris","Champs-Elysées","STEFANO ZANINI"
