"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","02/07/1982","Bâle","Bâle","LUDO PEETERS"
"2",2,"Étape 1","03/07/1982","Mohlin","Mohlin","PHIL ANDERSON"
"3",3,"Étape 2","04/07/1982","Bâle","Nancy","DANIEL WILLEMS"
"4",4,"Étape 3","05/07/1982","Nancy","Longwy","GERRIE KNETEMANN"
"5",5,"Étape 4","06/07/1982","Beauraing","Mouscron",NA
"6",6,"Étape 5","07/07/1982","Orchies","Fontaine-au-Pire","JAN RAAS"
"7",7,"Étape 6","08/07/1982","Lille","Lille","POL VERSCHUERE"
"8",8,"Étape 7","10/07/1982","Cancale","Concarneau","FRANK HOSTE"
"9",9,"Étape 8","11/07/1982","Concarneau","Chateaulin",NA
"10",10,"Étape 9.1","12/07/1982","Lorient","Plumelec","PIERRE-RAYMOND VILLEMIANE"
"11",11,"Étape 9.2","13/07/1982","Plumelec","Nantes","GERRIE KNETEMANN"
"12",12,"Étape 10","13/07/1982","Saintes","Bordeaux","SEAN KELLY"
"13",13,"Étape 11","14/07/1982","Bordeaux","Valence d'Agen","BEAT BREU"
"14",14,"Étape 12","15/07/1982","Fleurance","Pau","BERNARD HINAULT"
"15",15,"Étape 13","16/07/1982","Pau","Saint-Lary-Soulan Col du Portet","PASCAL SIMON"
"16",16,"Étape 14","18/07/1982","Martigues","Martigues","BEAT BREU"
"17",17,"Étape 15","19/07/1982","Manosque","Orcières-Merlette","PETER WINNEN"
"18",18,"Étape 16","20/07/1982","Orcières-Merlette","L'Alpe-d'Huez","ADRI VAN HOUWELINGEN"
"19",19,"Étape 17","21/07/1982","Bourg-d'Oisans","Morzine","BERNARD HINAULT"
"20",20,"Étape 18","22/07/1982","Morzine","Saint-Priest","DANIEL WILLEMS"
"21",21,"Étape 19","23/07/1982","Saint-Priest","Saint-Priest","BERNARD HINAULT"
"22",22,"Étape 20","24/07/1982","Sens","Aulnay-sous-Bois",NA
"23",23,"Étape 21","25/07/1982","Fontenay-sous-Bois","Paris",NA
