"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","17/06/1928","Paris","Caen","NICOLAS FRANTZ"
"2",2,"Étape 2","18/06/1928","Caen","Cherbourg-en-Cotentin","ANDRÉ LEDUCQ"
"3",3,"Étape 3","19/06/1928","Cherbourg-en-Cotentin","Dinan","GASTON REBRY"
"4",4,"Étape 4","20/06/1928","Dinan","Brest","PÉ VERHAEGEN"
"5",5,"Étape 5","21/06/1928","Brest","Vannes","MARCEL BIDOT"
"6",6,"Étape 6","22/06/1928","Vannes","Les Sables","NICOLAS FRANTZ"
"7",7,"Étape 7","23/06/1928","Les Sables","Bordeaux","VICTOR FONTAN"
"8",8,"Étape 8","24/06/1928","Bordeaux","Hendaye","MAURICE DE WAELE"
"9",9,"Étape 9","26/06/1928","Hendaye","Luchon","VICTOR FONTAN"
"10",10,"Étape 10","28/06/1928","Luchon","Perpignan","ANDRÉ LEDUCQ"
"11",11,"Étape 11","30/06/1928","Perpignan","Marseille","ANDRÉ LEDUCQ"
"12",12,"Étape 12","02/07/1928","Marseille","Nice","NICOLAS FRANTZ"
"13",13,"Étape 13","04/07/1928","Nice","Grenoble","ANTONIN MAGNE"
"14",14,"Étape 14","06/07/1928","Grenoble","Evian-les-Bains","JULIEN MOINEAU"
"15",15,"Étape 15","08/07/1928","Evian-les-Bains","Pontarlier","PIERRE MAGNE"
"16",16,"Étape 16","09/07/1928","Pontarlier","Belfort","ANDRÉ LEDUCQ"
"17",17,"Étape 17","10/07/1928","Belfort","Strasbourg","JOSEPH MAUCLAIR"
"18",18,"Étape 18","11/07/1928","Strasbourg","Metz","NICOLAS FRANTZ"
"19",19,"Étape 19","12/07/1928","Metz","Charleville-Mézières","MARCEL HUOT"
"20",20,"Étape 20","13/07/1928","Charleville-Mézières","Malo","MAURICE DE WAELE"
"21",21,"Étape 21","14/07/1928","Malo","Dieppe","ANTONIN MAGNE"
"22",22,"Étape 22","15/07/1928","Dieppe","Paris","NICOLAS FRANTZ"
