"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","26/06/2021","Brest","Landerneau","JULIAN ALAPHILIPPE"
"2",2,"Étape 2","27/06/2021","Perros-Guirec","Mûr-de-Bretagne Guerlédan","MATHIEU VAN DER POEL"
"3",3,"Étape 3","28/06/2021","Lorient","Pontivy","TIM MERLIER"
"4",4,"Étape 4","29/06/2021","Redon","Fougères","MARK CAVENDISH"
"5",5,"Étape 5","30/06/2021","Changé","Laval Espace Mayenne","TADEJ POGAČAR"
"6",6,"Étape 6","01/07/2021","Tours","Châteauroux","MARK CAVENDISH"
"7",7,"Étape 7","02/07/2021","Vierzon","Le Creusot","MATEJ MOHORIC"
"8",8,"Étape 8","03/07/2021","Oyonnax","Le Grand-Bornand","DYLAN TEUNS"
"9",9,"Étape 9","04/07/2021","Cluses","Tignes","BEN O'CONNOR"
"10",10,"Étape 10","06/07/2021","Albertville","Valence","MARK CAVENDISH"
"11",11,"Étape 11","07/07/2021","Sorgues","Malaucène","WOUT VAN AERT"
"12",12,"Étape 12","08/07/2021","Saint-Paul-Trois-Châteaux","Nîmes","NILS POLITT"
"13",13,"Étape 13","09/07/2021","Nîmes","Carcassonne","MARK CAVENDISH"
"14",14,"Étape 14","10/07/2021","Carcassonne","Quillan","BAUKE MOLLEMA"
"15",15,"Étape 15","11/07/2021","Céret","Andorre-la-Vieille","SEPP KUSS"
"16",16,"Étape 16","13/07/2021","Pas de la Case","Saint-Gaudens","PATRICK KONRAD"
"17",17,"Étape 17","14/07/2021","Muret","Saint-Lary-Soulan Col du Portet","TADEJ POGAČAR"
"18",18,"Étape 18","15/07/2021","Pau","Luz Ardiden","TADEJ POGAČAR"
"19",19,"Étape 19","16/07/2021","Mourenx","Libourne","MATEJ MOHORIC"
"20",20,"Étape 20","17/07/2021","Libourne","Saint-Emilion","WOUT VAN AERT"
"21",21,"Étape 21","18/07/2021","Chatou","Paris Champs-Élysées","WOUT VAN AERT"
