"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","29/06/2013","porto_vecchio","Bastia","MARCEL KITTEL"
"2",2,"Étape 2","30/06/2013","Bastia","Ajaccio","JAN BAKELANTS"
"3",3,"Étape 3","01/07/2013","Ajaccio","Calvi","SIMON GERRANS"
"4",4,"Étape 4","02/07/2013","Nice","Nice","ORICA GREENEDGE"
"5",5,"Étape 5","03/07/2013","Cagnes-sur-Mer","Marseille","MARK CAVENDISH"
"6",6,"Étape 6","04/07/2013","Aix en Provence","Montpellier","ANDRÉ GREIPEL"
"7",7,"Étape 7","05/07/2013","Montpellier","Albi","PETER SAGAN"
"8",8,"Étape 8","06/07/2013","Castres","Ax 3 Domaines","CHRIS FROOME"
"9",9,"Étape 9","07/07/2013","Saint-Girons","Bagnères-de-Bigorre","DANIEL MARTIN"
"10",10,"Étape 10","09/07/2013","Saint-Gildas-des-Bois","Saint-Malo","MARCEL KITTEL"
"11",11,"Étape 11","10/07/2013","Avranches","Mont-Saint-Michel","TONY MARTIN"
"12",12,"Étape 12","11/07/2013","Fougères","Tours","MARCEL KITTEL"
"13",13,"Étape 13","12/07/2013","Tours","Saint-Amand-Montrond","MARK CAVENDISH"
"14",14,"Étape 14","13/07/2013","Saint-Pourçain-sur-Sioule","Lyon","MATTEO TRENTIN"
"15",15,"Étape 15","14/07/2013","Givors","Mont Ventoux","CHRIS FROOME"
"16",16,"Étape 16","16/07/2013","Vaison-la-Romaine","Gap","RUI COSTA"
"17",17,"Étape 17","17/07/2013","Embrun","Chorges","CHRIS FROOME"
"18",18,"Étape 18","18/07/2013","Gap","Alpe d'Huez","CHRISTOPHE RIBLON"
"19",19,"Étape 19","19/07/2013","Bourg-d'Oisans","le_grand_bornand","RUI COSTA"
"20",20,"Étape 20","20/07/2013","Annecy","Annecy - Semnoz","NAIRO QUINTANA"
"21",21,"Étape 21","21/07/2013","Versailles","Paris Champs-Élysées","MARCEL KITTEL"
