"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","25/06/1952","Brest","Rennes","RIK VAN STEENBERGEN"
"2",2,"Étape 2","26/06/1952","Rennes","Le Mans","ANDRÉ ROSSEEL"
"3",3,"Étape 3","27/06/1952","Le Mans","Rouen","NELLO LAUREDI"
"4",4,"Étape 4","28/06/1952","Rouen","Roubaix","PIERRE MOLINERIS"
"5",5,"Étape 5","29/06/1952","Roubaix","Namur","JEAN DIEDERICH"
"6",6,"Étape 6","30/06/1952","Namur","Metz","FIORENZO MAGNI"
"7",7,"Étape 7","01/07/1952","Metz","Nancy","FAUSTO COPPI"
"8",8,"Étape 8","02/07/1952","Nancy","Mulhouse","RAPHAËL GEMINIANI"
"9",9,"Étape 9","03/07/1952","Mulhouse","Lausanne","WALTER DIGGELMANN"
"10",10,"Étape 10","04/07/1952","Lausanne","Alpe d'Huez","FAUSTO COPPI"
"11",11,"Étape 11","06/07/1952","Bourg-d'Oisans","Sestrières","FAUSTO COPPI"
"12",12,"Étape 12","07/07/1952","Sestrières","Monaco","JAN NOLTEN"
"13",13,"Étape 13","08/07/1952","Monaco","Aix en Provence","RAOUL REMY"
"14",14,"Étape 14","09/07/1952","Aix en Provence","Avignon","JEAN ROBIC"
"15",15,"Étape 15","10/07/1952","Avignon","Perpignan","GEORGES DECAUX"
"16",16,"Étape 16","11/07/1952","Perpignan","Toulouse","ANDRÉ ROSSEEL"
"17",17,"Étape 17","13/07/1952","Toulouse","Bagnères-de-Bigorre","RAPHAËL GEMINIANI"
"18",18,"Étape 18","14/07/1952","Bagnères-de-Bigorre","Pau","FAUSTO COPPI"
"19",19,"Étape 19","15/07/1952","Pau","Bordeaux","HANS DEKKERS"
"20",20,"Étape 20","16/07/1952","Bordeaux","Limoges","JACQUES VIVIER"
"21",21,"Étape 21","17/07/1952","Limoges","Puy de Dôme","FAUSTO COPPI"
"22",22,"Étape 22","18/07/1952","Puy de Dôme","Vichy","FIORENZO MAGNI"
"23",23,"Étape 23","19/07/1952","Vichy","Paris","ANTONIN ROLLAND"
