"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","26/06/1975","Charleroi","Charleroi",NA
"2",2,"Étape 1.1","27/06/1975","Charleroi","Molenbeek","RONALD DE WITTE"
"3",3,"Étape 1.2","27/06/1975","Molenbeek","Roubaix","KAREL ROTTIERS"
"4",4,"Étape 2","28/06/1975","Roubaix","Amiens","JACQUES ESCLASSAN"
"5",5,"Étape 3","29/06/1975","Amiens","Versailles","THÉO SMIT"
"6",6,"Étape 4","30/06/1975","Versailles","Le Mans","EDDY MERCKX"
"7",7,"Étape 5","01/07/1975","Sablé","Merlin-Plage","FRANCESCO MOSER"
"8",8,"Étape 6","02/07/1975","Merlin-Plage","Merlin-Plage","BARRY HOBAN"
"9",9,"Étape 7","03/07/1975","Saint-Gilles-Croix-de-Vie","Angoulême",NA
"10",10,"Étape 8","04/07/1975","Angoulême","Bordeaux","FELICE GIMONDI"
"11",11,"Étape 9.1","05/07/1975","Langon","Fleurance","JUAN ZURANO"
"12",12,"Étape 9.2","05/07/1975","Fleurance","Auch","GERRIE KNETEMANN"
"13",13,"Étape 10","07/07/1975","Auch","Pau","MICHEL POLLENTIER"
"14",14,"Étape 11","08/07/1975","Pau","Saint-Lary-Soulan Col du Portet","LUCIEN VAN IMPE"
"15",15,"Étape 12","09/07/1975","Tarbes","Albi","BERNARD THEVENET"
"16",16,"Étape 13","10/07/1975","Albi","Super-Lioran","BERNARD THEVENET"
"17",17,"Étape 14","11/07/1975","Aurillac","Puy de Dôme","VICENTE LOPEZ-CARRIL"
"18",18,"Étape 15","13/07/1975","Nice","Pra Loup","LUCIEN VAN IMPE"
"19",19,"Étape 16","14/07/1975","Barcelonnette","Serre-Chevalier","RIK VAN LINDEN"
"20",20,"Étape 17","15/07/1975","Valloire","Avoriaz","GIACINTO SANTAMBROGIO"
"21",21,"Étape 18","16/07/1975","Morzine","Châtel","RIK VAN LINDEN"
"22",22,"Étape 19","17/07/1975","Thonon","Chalon-sur-Saône","WALTER GODEFROOT"
"23",23,"Étape 20","18/07/1975","Pouilly-en-Auxois","Melun",NA
"24",24,"Étape 21","19/07/1975","Melun","Senlis",NA
"25",25,"Étape 22","20/07/1975","Paris","Paris",NA
