"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","28/06/1969","Roubaix","Roubaix",NA
"2",2,"Étape 1.1","29/06/1969","Roubaix","Woluwé-Saint-Pierre","JULIEN STEVENS"
"3",3,"Étape 1.2","29/06/1969","Woluwé-Saint-Pierre","Woluwé-Saint-Pierre","ERIC LEMAN"
"4",4,"Étape 2","30/06/1969","Woluwé-Saint-Pierre","Maastricht","RIK VAN LOOY"
"5",5,"Étape 3","01/07/1969","Maastricht","Charleville-Mézières","JOAQUIM AGOSTINHO"
"6",6,"Étape 4","02/07/1969","Charleville-Mézières","Nancy","EDDY MERCKX"
"7",7,"Étape 5","03/07/1969","Nancy","Mulhouse","MARIANO DIAZ"
"8",8,"Étape 6","04/07/1969","Mulhouse","Ballon d'Alsace",NA
"9",9,"Étape 7","05/07/1969","Belfort","Divonne","ROGER PINGEON"
"10",10,"Étape 8.1","06/07/1969","Divonne","Divonne","HERMAN VANSPRINGEL"
"11",11,"Étape 8.2","06/07/1969","Divonne","Thonon","EDDY MERCKX"
"12",12,"Étape 9","07/07/1969","Thonon","Chamonix","FELICE GIMONDI"
"13",13,"Étape 10","08/07/1969","Chamonix","Briançon","GUIDO REYBROECK"
"14",14,"Étape 11","09/07/1969","Briançon","Digne-les-Bains","JOAQUIM AGOSTINHO"
"15",15,"Étape 12","10/07/1969","Digne-les-Bains","Aubagne","EDDY MERCKX"
"16",16,"Étape 13","11/07/1969","Aubagne","La Grande-Motte","RAYMOND DELISLE"
"17",17,"Étape 14","12/07/1969","La Grande-Motte","Revel","EDDY MERCKX"
"18",18,"Étape 15","13/07/1969","Revel","Revel","BARRY HOBAN"
"19",19,"Étape 16","14/07/1969","Castelnaudary","Luchon","BARRY HOBAN"
"20",20,"Étape 17","15/07/1969","Luchon","Mourenx","PIERRE MATIGNON"
"21",21,"Étape 18","16/07/1969","Mourenx","Bordeaux","HERMAN VANSPRINGEL"
"22",22,"Étape 19","17/07/1969","Libourne","Brive-la-Gaillarde",NA
"23",23,"Étape 20","18/07/1969","Brive-la-Gaillarde","Puy de Dôme",NA
"24",24,"Étape 21","19/07/1969","Clermont-Ferrand","Montargis",NA
"25",25,"Étape 22.1","20/07/1969","Montargis","Créteil",NA
"26",26,"Étape 22.2","20/07/1969","Créteil","Paris",NA
