"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","01/01/1924","Paris","Le Havre","OTTAVIO BOTTECCHIA"
"2",2,"Étape 2","01/01/1924","Le Havre","Cherbourg-en-Cotentin","ROMAIN BELLENGER"
"3",3,"Étape 3","01/01/1924","Cherbourg-en-Cotentin","Brest","PHILIPPE THYS"
"4",3,"Étape 3","01/01/1924","Cherbourg-en-Cotentin","Brest","THÉOPHILE BEECKMAN"
"5",4,"Étape 4","01/01/1924","Brest","Les Sables","FÉLIX GOETHALS"
"6",5,"Étape 5","01/01/1924","Les Sables","Bayonne","OMER HUYSE"
"7",6,"Étape 6","01/01/1924","Bayonne","Luchon","OTTAVIO BOTTECCHIA"
"8",7,"Étape 7","01/01/1924","Luchon","Perpignan","OTTAVIO BOTTECCHIA"
"9",8,"Étape 8","01/01/1924","Perpignan","Toulon","LOUIS MOTTIAT"
"10",9,"Étape 9","01/01/1924","Toulon","Nice","PHILIPPE THYS"
"11",10,"Étape 10","01/01/1924","Nice","Briançon","GIOVANNI BRUNERO"
"12",11,"Étape 11","01/01/1924","Briançon","Gex","NICOLAS FRANTZ"
"13",12,"Étape 12","01/01/1924","Gex","Strasbourg","NICOLAS FRANTZ"
"14",13,"Étape 13","01/01/1924","Strasbourg","Metz","ARSÈNE ALANCOURT"
"15",14,"Étape 14","01/01/1924","Metz","Dunkerque","ROMAIN BELLENGER"
"16",15,"Étape 15","20/07/1924","Dunkerque","Paris","OTTAVIO BOTTECCHIA"
