"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","02/07/2011","Passage du Gois","Mont des Alouettes","PHILIPPE GILBERT"
"2",2,"Étape 2","03/07/2011","Les Essarts","Les Essarts","TEAM GARMIN - CERVELO"
"3",3,"Étape 3","04/07/2011","Olonne-sur-Mer","Redon","TYLER FARRAR"
"4",4,"Étape 4","05/07/2011","Lorient","Mûr-de-Bretagne Guerlédan","CADEL EVANS"
"5",5,"Étape 5","06/07/2011","Carhaix","Cap Fréhel","MARK CAVENDISH"
"6",6,"Étape 6","07/07/2011","Dinan","Lisieux","EDVALD BOASSON-HAGEN"
"7",7,"Étape 7","08/07/2011","Le Mans","Chateauroux","MARK CAVENDISH"
"8",8,"Étape 8","09/07/2011","Aigurande","Super-Besse Sancy","RUI COSTA"
"9",9,"Étape 9","10/07/2011","Issoire","Saint-Flour","LUIS LEON SANCHEZ"
"10",10,"Étape 10","12/07/2011","Aurillac","Carmaux","ANDRÉ GREIPEL"
"11",11,"Étape 11","13/07/2011","Blaye-les-Mines","Lavaur","MARK CAVENDISH"
"12",12,"Étape 12","14/07/2011","Cugnaux","Luz-Ardiden","SAMUEL SANCHEZ"
"13",13,"Étape 13","15/07/2011","Pau","Lourdes","THOR HUSHOVD"
"14",14,"Étape 14","16/07/2011","Saint Gaudens","plateau_de_beille","JELLE VANENDERT"
"15",15,"Étape 15","17/07/2011","Limoux","Montpellier","MARK CAVENDISH"
"16",16,"Étape 16","19/07/2011","Saint-Paul -Trois-Châteaux","Gap","THOR HUSHOVD"
"17",17,"Étape 17","20/07/2011","Gap","Pinerolo","EDVALD BOASSON-HAGEN"
"18",18,"Étape 18","21/07/2011","Pinerolo","Galibier Serre-Chevalier","ANDY SCHLECK"
"19",19,"Étape 19","22/07/2011","Modane Valfréjus","L'Alpe-d'Huez","PIERRE ROLLAND"
"20",20,"Étape 20","23/07/2011","Grenoble","Grenoble","TONY MARTIN"
"21",21,"Étape 21","24/07/2011","Créteil","Paris Champs-Élysées","MARK CAVENDISH"
