"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","20/06/1926","Evian-les-Bains","Mulhouse","JULES BUYSSE"
"2",2,"Étape 2","22/06/1926","Mulhouse","Metz","AIMÉ DOSSCHE"
"3",3,"Étape 3","24/06/1926","Metz","Dunkerque","GUSTAAF VAN SLEMBROUCK"
"4",4,"Étape 4","26/06/1926","Dunkerque","Le Havre","FÉLIX SELLIER"
"5",5,"Étape 5","28/06/1926","Le Havre","Cherbourg-en-Cotentin","ADELIN BENOIT"
"6",6,"Étape 6","30/06/1926","Cherbourg-en-Cotentin","Brest","JOSEPH VAN DAM"
"7",7,"Étape 7","02/07/1926","Brest","Les Sables","NICOLAS FRANTZ"
"8",8,"Étape 8","03/07/1926","Les Sables","Bordeaux","JOSEPH VAN DAM"
"9",9,"Étape 9","04/07/1926","Bordeaux","Bayonne","NICOLAS FRANTZ"
"10",10,"Étape 10","06/07/1926","Bayonne","Luchon","LUCIEN BUYSSE"
"11",11,"Étape 11","08/07/1926","Luchon","Perpignan","LUCIEN BUYSSE"
"12",12,"Étape 12","10/07/1926","Perpignan","Toulon","NICOLAS FRANTZ"
"13",13,"Étape 13","12/07/1926","Toulon","Nice","NICOLAS FRANTZ"
"14",14,"Étape 14","14/07/1926","Nice","Briançon","BARTOLOMEO AIMO"
"15",15,"Étape 15","16/07/1926","Briançon","Evian-les-Bains","JOSEPH VAN DAM"
"16",16,"Étape 16","17/07/1926","Evian-les-Bains","Dijon","CAMILLE VAN DE CASTEELE"
"17",17,"Étape 17","18/07/1926","Dijon","Paris","AIMÉ DOSSCHE"
