"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","30/06/1929","Paris","Caen","AIMÉ DOSSCHE"
"2",2,"Étape 2","01/07/1929","Caen","Cherbourg-en-Cotentin","ANDRÉ LEDUCQ"
"3",3,"Étape 3","02/07/1929","Cherbourg-en-Cotentin","Dinan","OMER TAVERNE"
"4",4,"Étape 4","03/07/1929","Dinan","Brest","LOUIS DE LANNOY"
"5",5,"Étape 5","04/07/1929","Brest","Vannes","GUSTAAF VAN SLEMBROUCK"
"6",6,"Étape 6","05/07/1929","Vannes","Les Sables","PAUL LE DROGO"
"7",7,"Étape 7","06/07/1929","Les Sables","Bordeaux","NICOLAS FRANTZ"
"8",8,"Étape 8","07/07/1929","Bordeaux","Bayonne","JULIEN MOINEAU"
"9",9,"Étape 9","09/07/1929","Bayonne","Luchon","SALVADOR CARDONA BALBASTRE"
"10",10,"Étape 10","11/07/1929","Luchon","Perpignan","JEF DEMUYSERE"
"11",11,"Étape 11","13/07/1929","Perpignan","Marseille","ANDRÉ LEDUCQ"
"12",12,"Étape 12","15/07/1929","Marseille","Cannes","MARCEL BIDOT"
"13",13,"Étape 13","16/07/1929","Cannes","Nice","BENOÎT FAURE"
"14",14,"Étape 14","18/07/1929","Nice","Grenoble","GASTON REBRY"
"15",15,"Étape 15","20/07/1929","Grenoble","Evian-les-Bains","JULIEN VERVAECKE"
"16",16,"Étape 16","22/07/1929","Evian-les-Bains","Belfort","CHARLES PELISSIER"
"17",17,"Étape 17","23/07/1929","Belfort","Strasbourg","ANDRÉ LEDUCQ"
"18",18,"Étape 18","24/07/1929","Strasbourg","Metz","ANDRÉ LEDUCQ"
"19",19,"Étape 19","25/07/1929","Metz","Charleville-Mézières","BERNARD VAN RYSSELBERGHE"
"20",20,"Étape 20","26/07/1929","Charleville-Mézières","Malo","MAURICE DE WAELE"
"21",21,"Étape 21","27/07/1929","Malo","Dieppe","ANDRÉ LEDUCQ"
"22",22,"Étape 22","28/07/1929","Dieppe","Paris","NICOLAS FRANTZ"
