"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","01/07/2022","Copenhague","Copenhague","YVES LAMPAERT"
"2",2,"Étape 2","02/07/2022","Roskilde","Nyborg","FABIO JAKOBSEN"
"3",3,"Étape 3","03/07/2022","Vejle","Sønderborg","DYLAN GROENEWEGEN"
"4",4,"Transfert 1","04/07/2022","Transfert","Transfert","WOUT VAN AERT"
"5",5,"Étape 4","05/07/2022","Dunkerque","Calais","SIMON CLARKE"
"6",6,"Étape 5","06/07/2022","Lille Métropole","Arenberg Porte du Hainaut","TADEJ POGAČAR"
"7",7,"Étape 6","07/07/2022","Binche","Longwy","TADEJ POGAČAR"
"8",8,"Étape 7","08/07/2022","Tomblaine","La Super Planche des Belles Filles","WOUT VAN AERT"
"9",9,"Étape 8","09/07/2022","Dole","Lausanne","BOB JUNGELS"
"10",10,"Étape 9","10/07/2022","Aigle","Châtel Les Portes du Soleil","MAGNUS CORT NIELSEN"
"11",11,"Étape 10","12/07/2022","Morzine Les Portes du Soleil","Megève","JONAS VINGEGAARD"
"12",12,"Étape 11","13/07/2022","Albertville","Col du Granon Serre Chevalier","THOMAS PIDCOCK"
"13",13,"Étape 12","14/07/2022","Briançon","Alpe d'Huez","MADS PEDERSEN"
"14",14,"Étape 13","15/07/2022","Le Bourg d'Oisans","Saint-Étienne","MICHAEL MATTHEWS"
"15",15,"Étape 14","16/07/2022","Saint-Étienne","Mende","JASPER PHILIPSEN"
"16",16,"Étape 15","17/07/2022","Rodez","Carcassonne","HUGO HOULE"
"17",17,"Étape 16","19/07/2022","Carcassonne","Foix","TADEJ POGAČAR"
"18",18,"Étape 17","20/07/2022","Saint-Gaudens","Peyragudes","JONAS VINGEGAARD"
"19",19,"Étape 18","21/07/2022","Lourdes","Hautacam","CHRISTOPHE LAPORTE"
"20",20,"Étape 19","22/07/2022","Castelnau-Magnoac","Cahors","WOUT VAN AERT"
"21",21,"Étape 20","23/07/2022","Lacapelle-Marival","Rocamadour","JASPER PHILIPSEN"
"22",22,"Étape 21","24/07/2022","Paris La Défense Arena","Paris Champs-Élysées",NA
