"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","03/07/1910","Paris","Roubaix","CHARLES CRUPELANDT"
"2",2,"Étape 2","05/07/1910","Roubaix","Metz","FRANÇOIS FABER"
"3",3,"Étape 3","07/07/1910","Metz","Belfort","EMILE GEORGET"
"4",4,"Étape 4","09/07/1910","Belfort","Lyon","FRANÇOIS FABER"
"5",5,"Étape 5","11/07/1910","Lyon","Grenoble","OCTAVE LAPIZE"
"6",6,"Étape 6","13/07/1910","Grenoble","Nice","JULIEN MAITRON"
"7",7,"Étape 7","15/07/1910","Nice","Nimes","FRANÇOIS FABER"
"8",8,"Étape 8","17/07/1910","Nimes","Perpignan","GEORGES PAULMIER"
"9",9,"Étape 9","19/07/1910","Perpignan","Luchon","OCTAVE LAPIZE"
"10",10,"Étape 10","21/07/1910","Luchon","Bayonne","OCTAVE LAPIZE"
"11",11,"Étape 11","23/07/1910","Bayonne","Bordeaux","ERNEST, DIT ''FABER ERNEST'' PAUL"
"12",12,"Étape 12","25/07/1910","Bordeaux","Nantes","LOUIS TROUSSELIER"
"13",13,"Étape 13","27/07/1910","Nantes","Brest","GUSTAVE GARRIGOU"
"14",14,"Étape 14","29/07/1910","Brest","Caen","OCTAVE LAPIZE"
"15",15,"Étape 15","31/07/1910","Caen","Paris","ERNESTO AZZINI"
