"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","04/07/1906","Paris","Lille","EMILE GEORGET"
"2",2,"Étape 2","06/07/1906","Douai","Nancy","RENÉ POTTIER"
"3",3,"Étape 3","08/07/1906","Nancy","Dijon","RENÉ POTTIER"
"4",4,"Étape 4","10/07/1906","Dijon","Grenoble","RENÉ POTTIER"
"5",5,"Étape 5","12/07/1906","Grenoble","Nice","RENÉ POTTIER"
"6",6,"Étape 6","14/07/1906","Nice","Marseille","GEORGES PASSERIEU"
"7",7,"Étape 7","16/07/1906","Marseille","Toulouse","LOUIS TROUSSELIER"
"8",8,"Étape 8","18/07/1906","Toulouse","Bayonne","JEAN-BAPTISTE DORTIGNACQ"
"9",9,"Étape 9","20/07/1906","Bayonne","Bordeaux","LOUIS TROUSSELIER"
"10",10,"Étape 10","22/07/1906","Bordeaux","Nantes","LOUIS TROUSSELIER"
"11",11,"Étape 11","24/07/1906","Nantes","Brest","LOUIS TROUSSELIER"
"12",12,"Étape 12","26/07/1906","Brest","Caen","GEORGES PASSERIEU"
"13",13,"Étape 13.1","29/07/1906","Caen","Paris",NA
"14",14,"Étape 13.2","29/07/1906","Caen","Paris",NA
