"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1.1","25/06/1961","Rouen","Versailles",NA
"2",2,"Étape 1.2","25/06/1961","Versailles","Versailles","ANDRÉ DARRIGADE"
"3",3,"Étape 2","26/06/1961","Pontoise","Roubaix","EMILE DAEMS"
"4",4,"Étape 3","27/06/1961","Roubaix","Charleroi","ANATOLE NOVAK"
"5",5,"Étape 4","28/06/1961","Charleroi","Metz","LOUIS BERGAUD"
"6",6,"Étape 5","29/06/1961","Metz","Strasbourg","JOSEPH Planckaert"
"7",7,"Étape 6","30/06/1961","Strasbourg","Belfort","JEAN STABLINSKI"
"8",8,"Étape 7","01/07/1961","Belfort","Chalon-sur-Saône","JEAN FORESTIER"
"9",9,"Étape 8","02/07/1961","Chalon-sur-Saône","Saint-Etienne","CHARLY GAUL"
"10",10,"Étape 9","03/07/1961","Saint-Etienne","Grenoble","GUY IGNOLIN"
"11",11,"Étape 10","04/07/1961","Grenoble","Turin","GUIDO CARLESI"
"12",12,"Étape 11","05/07/1961","Turin","Antibes","MICHEL VAN AERDE"
"13",13,"Étape 12","06/07/1961","Antibes","Aix en Provence","ANDRÉ DARRIGADE"
"14",14,"Étape 13","07/07/1961","Aix en Provence","Montpellier","EDDY PAUWELS"
"15",15,"Étape 14","09/07/1961","Montpellier","Perpignan","GUIDO CARLESI"
"16",16,"Étape 15","10/07/1961","Perpignan","Toulouse","IMERIO MASSIGNAN"
"17",17,"Étape 16","11/07/1961","Toulouse","Superbagnères","EDDY PAUWELS"
"18",18,"Étape 17","12/07/1961","Luchon","Pau","MARTIN VAN GENEUGDEN"
"19",19,"Étape 18","13/07/1961","Pau","Bordeaux","JACQUES ANQUETIL"
"20",20,"Étape 19","14/07/1961","Bergerac","Périgueux","ANDRÉ DARRIGADE"
"21",21,"Étape 20","15/07/1961","Périgueux","Tours","ROBERT CAZALA"
"22",22,"Étape 21","16/07/1961","Tours","Paris",NA
