"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","30/06/1977","Fleurance","Fleurance","PIERRE-RAYMOND VILLEMIANE"
"2",2,"Étape 1","01/07/1977","Fleurance","Auch","DIETRICH THURAU"
"3",3,"Étape 2","02/07/1977","Auch","Pau","JOSÉ NAZABAL"
"4",4,"Étape 3","03/07/1977","Oloron","Vitoria","RÉGIS DELEPINE"
"5",5,"Étape 4","04/07/1977","Vitoria","Seignosse",NA
"6",6,"Étape 5.1","05/07/1977","Morcenx","Bordeaux","JAN RAAS"
"7",7,"Étape 5.2","05/07/1977","Bordeaux","Bordeaux",NA
"8",8,"Étape 6","07/07/1977","Bordeaux","Limoges","GIACINTO SANTAMBROGIO"
"9",9,"Étape 7.1","08/07/1977","Jaunay-Clan","Angers","KLAUS-PETER THALER"
"10",10,"Étape 7.2","08/07/1977","Angers","Angers","FEDOR DEN HERTOG"
"11",11,"Étape 8","09/07/1977","Angers","Lorient","JEAN-PIERRE DANGUILLAUME"
"12",12,"Étape 9","10/07/1977","Lorient","Rennes","PATRICK SERCU"
"13",13,"Étape 10","11/07/1977","Bagnoles-de-l'Orne","Rouen",NA
"14",14,"Étape 11","12/07/1977","Rouen","Roubaix","BERNARD QUILFEN"
"15",15,"Étape 12","13/07/1977","Roubaix","Charleroi",NA
"16",16,"Étape 13.1","15/07/1977","Charleroi","Fribourg","DIETRICH THURAU"
"17",17,"Étape 13.2","15/07/1977","Altkirch","Besançon","HENNIE KUIPER"
"18",18,"Étape 14","16/07/1977","Besançon","Thonon",NA
"19",19,"Étape 15.1","17/07/1977","Thonon","Morzine","GERRIE KNETEMANN"
"20",20,"Étape 15.2","17/07/1977","Morzine","Avoriaz","BERNARD THEVENET"
"21",21,"Étape 16","18/07/1977","Morzine","Chamonix","GERRIE KNETEMANN"
"22",22,"Étape 17","19/07/1977","Chamonix","L'Alpe-d'Huez",NA
"23",23,"Étape 18","20/07/1977","Voiron","Saint-Etienne",NA
"24",24,"Étape 19","21/07/1977","Saint-Trivier","Dijon",NA
"25",25,"Étape 20","22/07/1977","Dijon","Dijon",NA
"26",26,"Étape 21","23/07/1977","Montereau","Versailles",NA
"27",27,"Étape 22.1","24/07/1977","Versailles","Paris",NA
"28",28,"Étape 22.2","24/07/1977","Paris","Paris",NA
