"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","29/08/2020","Nice","Nice","ALEXANDER KRISTOFF"
"2",2,"Étape 2","30/08/2020","Nice","Nice","JULIAN ALAPHILIPPE"
"3",3,"Étape 3","31/08/2020","Nice","Sisteron","CALEB EWAN"
"4",4,"Étape 4","01/09/2020","Sisteron","Orcières-Merlette","PRIMOŽ ROGLIČ"
"5",5,"Étape 5","02/09/2020","Gap","Privas","WOUT VAN AERT"
"6",6,"Étape 6","03/09/2020","Le Teil","Mont Aigoual","ALEXEY LUTSENKO"
"7",7,"Étape 7","04/09/2020","Millau","Lavaur","WOUT VAN AERT"
"8",8,"Étape 8","05/09/2020","Cazères-sur-Garonne","Loudenvielle","NANS PETERS"
"9",9,"Étape 9","06/09/2020","Pau","Laruns","TADEJ POGAČAR"
"10",10,"Étape 10","08/09/2020","Ile d'Oléron","Île de Ré Saint-Martin-de-Ré","SAM BENNETT"
"11",11,"Étape 11","09/09/2020","Châtelaillon-Plage","Poitiers","CALEB EWAN"
"12",12,"Étape 12","10/09/2020","Chauvigny","Sarran","MARC HIRSCHI"
"13",13,"Étape 13","11/09/2020","Châtel-Guyon","Puy Mary Cantal","DANIEL MARTINEZ POVEDA"
"14",14,"Étape 14","12/09/2020","Clermont-Ferrand","Lyon","SØREN KRAGH ANDERSEN"
"15",15,"Étape 15","13/09/2020","Lyon","Grand Colombier","TADEJ POGAČAR"
"16",16,"Étape 16","15/09/2020","La Tour du Pin","Villard-de-Lans","LENNARD KÄMNA"
"17",17,"Étape 17","16/09/2020","Grenoble","Méribel","MIGUEL ANGEL LOPEZ MORENO"
"18",18,"Étape 18","17/09/2020","Méribel","La Roche-sur-Foron","MICHAL KWIATKOWSKI"
"19",19,"Étape 19","18/09/2020","Bourg-en-Bresse","Champagnole","SØREN KRAGH ANDERSEN"
"20",20,"Étape 20","19/09/2020","Lure","La Planche des Belles Filles","TADEJ POGAČAR"
"21",21,"Étape 21","20/09/2020","Mantes-la-Jolie","Paris","SAM BENNETT"
