"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","30/06/2012","Liège","Liège","PETER SAGAN"
"2",2,"Étape 1","01/07/2012","Liège","Seraing","MARK CAVENDISH"
"3",3,"Étape 2","02/07/2012","Visé","Tournai","PETER SAGAN"
"4",4,"Étape 3","03/07/2012","Orchies","Boulogne-sur-Mer","ANDRÉ GREIPEL"
"5",5,"Étape 4","04/07/2012","Abbeville","Rouen","ANDRÉ GREIPEL"
"6",6,"Étape 5","05/07/2012","Rouen","Saint-Quentin","PETER SAGAN"
"7",7,"Étape 6","06/07/2012","Épernay","Metz","CHRIS FROOME"
"8",8,"Étape 7","07/07/2012","Tomblaine","La Planche des Belles Filles","THIBAUT PINOT"
"9",9,"Étape 8","08/07/2012","Belfort","Porrentruy","BRADLEY WIGGINS"
"10",10,"Étape 9","09/07/2012","Arc-et-Senans","Besançon","THOMAS VOECKLER"
"11",11,"Étape 10","11/07/2012","Mâcon","Bellegarde-sur-Valserine","PIERRE ROLLAND"
"12",12,"Étape 11","12/07/2012","Albertville","La Toussuire","DAVID MILLAR"
"13",13,"Étape 12","13/07/2012","Saint-Jean-de-Maurienne","Annonay Davézieux","ANDRÉ GREIPEL"
"14",14,"Étape 13","14/07/2012","Saint-Paul-Trois-Châteaux","Cap d'Agde","LUIS LEON SANCHEZ"
"15",15,"Étape 14","15/07/2012","Limoux","Foix","PIERRICK FEDRIGO"
"16",16,"Étape 15","16/07/2012","Samatan","Pau","THOMAS VOECKLER"
"17",17,"Étape 16","18/07/2012","Pau","Luchon","ALEJANDRO VALVERDE"
"18",18,"Étape 17","19/07/2012","Luchon","Peyragudes","MARK CAVENDISH"
"19",19,"Étape 18","20/07/2012","Blagnac","Brive-la-Gaillarde","BRADLEY WIGGINS"
"20",20,"Étape 19","21/07/2012","Bonneval","Chartres","MARK CAVENDISH"
"21",21,"Étape 20","22/07/2012","Rambouillet","Paris",NA
