"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","25/06/1922","Paris","Le Havre","ROBERT JACQUINOT"
"2",2,"Étape 2","27/06/1922","Le Havre","Cherbourg-en-Cotentin","ROMAIN BELLENGER"
"3",3,"Étape 3","29/06/1922","Cherbourg-en-Cotentin","Brest","ROBERT JACQUINOT"
"4",4,"Étape 4","01/07/1922","Brest","Les Sables","PHILIPPE THYS"
"5",5,"Étape 5","03/07/1922","Les Sables","Bayonne","JEAN ALAVOINE"
"6",6,"Étape 6","05/07/1922","Bayonne","Luchon","JEAN ALAVOINE"
"7",7,"Étape 7","07/07/1922","Luchon","Perpignan","JEAN ALAVOINE"
"8",8,"Étape 8","09/07/1922","Perpignan","Toulon","PHILIPPE THYS"
"9",9,"Étape 9","11/07/1922","Toulon","Nice","PHILIPPE THYS"
"10",10,"Étape 10","13/07/1922","Nice","Briançon","PHILIPPE THYS"
"11",11,"Étape 11","15/07/1922","Briançon","Genève","EMILE ''SENIOR'' MASSON"
"12",12,"Étape 12","17/07/1922","Genève","Strasbourg","EMILE ''SENIOR'' MASSON"
"13",13,"Étape 13","19/07/1922","Strasbourg","Metz","FEDERICO GAY"
"14",14,"Étape 14","21/07/1922","Metz","Dunkerque","FÉLIX SELLIER"
"15",15,"Étape 15","23/07/1922","Dunkerque","Paris","PHILIPPE THYS"
