"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","09/07/1905","Paris","Nancy","LOUIS TROUSSELIER"
"2",2,"Étape 2","11/07/1905","Nancy","Besançon","HIPPOLYTE AUCOUTURIER"
"3",3,"Étape 3","14/07/1905","Besançon","Grenoble","LOUIS TROUSSELIER"
"4",4,"Étape 4","16/07/1905","Grenoble","Toulon","HIPPOLYTE AUCOUTURIER"
"5",5,"Étape 5","18/07/1905","Toulon","Nîmes","LOUIS TROUSSELIER"
"6",6,"Étape 6","20/07/1905","Nîmes","Toulouse","JEAN-BAPTISTE DORTIGNACQ"
"7",7,"Étape 7","23/07/1905","Toulouse","Bordeaux","LOUIS TROUSSELIER"
"8",8,"Étape 8","25/07/1905","Bordeaux","La Rochelle","HIPPOLYTE AUCOUTURIER"
"9",9,"Étape 9","27/07/1905","La Rochelle","Rennes","LOUIS TROUSSELIER"
"10",10,"Étape 10","29/07/1905","Rennes","Caen","JEAN-BAPTISTE DORTIGNACQ"
"11",11,"Étape 11","30/07/1905","Caen","Paris","JEAN-BAPTISTE DORTIGNACQ"
