"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","04/07/2015","Utrecht","Utrecht","ROHAN DENNIS"
"2",2,"Étape 2","05/07/2015","Utrecht","Zélande","ANDRÉ GREIPEL"
"3",3,"Étape 3","06/07/2015","Anvers","Huy","JOAQUIN RODRIGUEZ OLIVER"
"4",4,"Étape 4","07/07/2015","Seraing","Cambrai","TONY MARTIN"
"5",5,"Étape 5","08/07/2015","Arras","Amiens","ANDRÉ GREIPEL"
"6",6,"Étape 6","09/07/2015","Abbeville","Le Havre","ZDENEK STYBAR"
"7",7,"Étape 7","10/07/2015","Livarot","Fougères","MARK CAVENDISH"
"8",8,"Étape 8","11/07/2015","Rennes","Mûr-de-Bretagne Guerlédan","ALEXIS VUILLERMOZ"
"9",9,"Étape 9","12/07/2015","Vannes","Plumelec","BMC RACING TEAM"
"10",10,"Étape 10","14/07/2015","Tarbes","La Pierre-Saint-Martin","CHRIS FROOME"
"11",11,"Étape 11","15/07/2015","Pau","Cauterets","RAFAL MAJKA"
"12",12,"Étape 12","16/07/2015","Lannemezan","Plateau de Beille","JOAQUIN RODRIGUEZ OLIVER"
"13",13,"Étape 13","17/07/2015","Muret","Rodez","GREG VAN AVERMAET"
"14",14,"Étape 14","18/07/2015","Rodez","Mende","STEPHEN CUMMINGS"
"15",15,"Étape 15","19/07/2015","Mende","Valence","ANDRÉ GREIPEL"
"16",16,"Étape 16","20/07/2015","Bourg-de-Péage","Gap","RUBEN PLAZA MOLINA"
"17",17,"Étape 17","22/07/2015","Digne-les-Bains","Pra Loup","SIMON GESCHKE"
"18",18,"Étape 18","23/07/2015","Gap","Saint-Jean-de-Maurienne","ROMAIN BARDET"
"19",19,"Étape 19","24/07/2015","Saint-Jean-de-Maurienne","La Toussuire","VINCENZO NIBALI"
"20",20,"Étape 20","25/07/2015","Modane Valfréjus","L'Alpe d'Huez","THIBAUT PINOT"
"21",21,"Étape 21","26/07/2015","Sèvres - Grand Paris Seine Ouest","Paris","ANDRÉ GREIPEL"
