"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","05/07/2008","Brest","Plumelec","ALEJANDRO VALVERDE"
"2",2,"Étape 2","06/07/2008","Auray","Saint-Brieuc","THOR HUSHOVD"
"3",3,"Étape 3","07/07/2008","Saint-Malo","Nantes","SAMUEL DUMOULIN"
"4",4,"Étape 4","08/07/2008","Cholet","Cholet","KIM KIRCHEN"
"5",5,"Étape 5","09/07/2008","Cholet","Châteauroux","MARK CAVENDISH"
"6",6,"Étape 6","10/07/2008","Aigurande","Besse","ALEJANDRO VALVERDE"
"7",7,"Étape 7","11/07/2008","Brioude","Aurillac","LUIS LEON SANCHEZ"
"8",8,"Étape 8","12/07/2008","Figeac","Toulouse","MARK CAVENDISH"
"9",9,"Étape 9","13/07/2008","Toulouse","Bagnères-de-Bigorre","VLADIMIR EFIMKIN"
"10",10,"Étape 10","14/07/2008","Pau","Hautacam","LEONARDO PIEPOLI"
"11",11,"Étape 11","16/07/2008","Lannemezan","Foix","KURT-ASLE ARVESEN"
"12",12,"Étape 12","17/07/2008","Lavelanet","Narbonne","MARK CAVENDISH"
"13",13,"Étape 13","18/07/2008","Narbonne","Nîmes","MARK CAVENDISH"
"14",14,"Étape 14","19/07/2008","Nîmes","Digne-les-Bains","OSCAR FREIRE"
"15",15,"Étape 15","20/07/2008","Embrun","Prato Nevoso","SIMON GERRANS"
"16",16,"Étape 16","22/07/2008","Cuneo","Jausiers","CYRIL DESSEL"
"17",17,"Étape 17","23/07/2008","Embrun","L'Alpe-d'Huez","CARLOS SASTRE"
"18",18,"Étape 18","24/07/2008","Bourg-d'Oisans","Saint-Etienne","MARCUS BURGHARDT"
"19",19,"Étape 19","25/07/2008","Roanne","Montluçon","SYLVAIN CHAVANEL"
"20",20,"Étape 20","26/07/2008","Cérilly","Saint-Amand-Montrond","FABIAN CANCELLARA"
"21",21,"Étape 21","27/07/2008","Etampes","Paris","GERT STEEGMANS"
