"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","27/06/1979","Fleurance","Fleurance","RENÉ BITTINGER"
"2",2,"Étape 1","28/06/1979","Fleurance","Luchon","BERNARD HINAULT"
"3",3,"Étape 2","29/06/1979","Luchon","Superbagnères","BERNARD HINAULT"
"4",4,"Étape 3","30/06/1979","Luchon","Pau","RALEIGH-McGREGOR"
"5",5,"Étape 4","01/07/1979","Captieux","Bordeaux","JAN RAAS"
"6",6,"Étape 5","02/07/1979","Neuville-de-Poitou","Angers","JOS JACOBS"
"7",7,"Étape 6","03/07/1979","Angers","Saint-Brieuc","LÉO VAN VLIET"
"8",8,"Étape 7","04/07/1979","Saint-Hilaire du Harcouët","Deauville","RALEIGH-McGREGOR"
"9",9,"Étape 8","05/07/1979","Deauville","Le Havre","LUDO DELCROIX"
"10",10,"Étape 9","06/07/1979","Amiens","Roubaix","JO MAAS"
"11",11,"Étape 10","07/07/1979","Roubaix","Bruxelles","BERNARD HINAULT"
"12",12,"Étape 11","08/07/1979","Bruxelles","Bruxelles","CHRISTIAN SEZNEC"
"13",13,"Étape 12","09/07/1979","Rochefort","Metz","PIERRE-RAYMOND VILLEMIANE"
"14",14,"Étape 13","10/07/1979","Metz","Ballon d'Alsace","MARC DEMEYER"
"15",15,"Étape 14","12/07/1979","Belfort","Evian-les-Bains","BERNARD HINAULT"
"16",16,"Étape 15","13/07/1979","Evian-les-Bains","Avoriaz","LUCIEN VAN IMPE"
"17",17,"Étape 16","14/07/1979","Morzine","Les Menuires","JOAQUIM AGOSTINHO"
"18",18,"Étape 17","15/07/1979","Les Menuires","L'Alpe-d'Huez","JOOP ZOETEMELK"
"19",19,"Étape 18","16/07/1979","L'Alpe-d'Huez","L'Alpe-d'Huez","DIETRICH THURAU"
"20",20,"Étape 19","17/07/1979","Bourg-d'Oisans","Saint-Priest","SERGIO PARSANI"
"21",21,"Étape 20","18/07/1979","Saint-Priest","Dijon","BERNARD HINAULT"
"22",22,"Étape 21","19/07/1979","Dijon","Dijon","GERRIE KNETEMANN"
"23",23,"Étape 22","20/07/1979","Dijon","Auxerre","BERNARD HINAULT"
"24",24,"Étape 23","21/07/1979","Auxerre","Nogent-sur-Marne","BERNARD HINAULT"
"25",25,"Étape 24","22/07/1979","Le Perreux","Paris",NA
