"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","26/06/1980","Francfort","Francfort",NA
"2",2,"Étape 1.1","27/06/1980","Francfort","Wiesbaden","RUDY PEVENAGE"
"3",3,"Étape 1.2","27/06/1980","Wiesbaden","Francfort","HENK LUBBERDING"
"4",4,"Étape 2","28/06/1980","Francfort","Metz","BERNARD HINAULT"
"5",5,"Étape 3","29/06/1980","Metz","Liège","BERNARD HINAULT"
"6",6,"Étape 4","30/06/1980","Liège","Spa","JEAN-LOUIS GAUTHIER"
"7",7,"Étape 5","01/07/1980","Liège","Lille",NA
"8",8,"Étape 6","02/07/1980","Lille","Compiègne","BERT OOSTERBOSCH"
"9",9,"Étape 7.1","03/07/1980","Compiègne","Beauvais","JAN RAAS"
"10",10,"Étape 7.2","03/07/1980","Beauvais","Rouen","CEES PRIEM"
"11",11,"Étape 8","04/07/1980","Flers","Saint-Malo","JOOP ZOETEMELK"
"12",12,"Étape 9","06/07/1980","Saint-Malo","Nantes","GERRIE KNETEMANN"
"13",13,"Étape 10","07/07/1980","Rochefort","Bordeaux","RAYMOND MARTIN"
"14",14,"Étape 11","08/07/1980","Damazan","Laplume","LUDO PEETERS"
"15",15,"Étape 12","09/07/1980","Agen","Pau","BERNARD VALLET"
"16",16,"Étape 13","10/07/1980","Pau","Luchon","JOS DE SCHOENMACKER"
"17",17,"Étape 14","11/07/1980","Lézignan-Corbières","Montpellier","MARIANO MARTINEZ"
"18",18,"Étape 15","12/07/1980","Montpellier","Martigues","LUDO LOOS"
"19",19,"Étape 16","13/07/1980","Trets","Pra Loup","SEAN KELLY"
"20",20,"Étape 17","14/07/1980","Serre-Chevalier","Morzine","JOOP ZOETEMELK"
"21",21,"Étape 18","16/07/1980","Morzine","Prapoutel","SEAN KELLY"
"22",22,"Étape 19","17/07/1980","Voreppe","Saint-Etienne","POL VERSCHUERE"
"23",23,"Étape 20","18/07/1980","Saint-Etienne","Saint-Etienne",NA
"24",24,"Étape 21","19/07/1980","Auxerre","Fontenay-sous-Bois",NA
"25",25,"Étape 22","20/07/1980","Fontenay-sous-Bois","Paris",NA
