"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","27/06/1933","Paris","Lille","MAURICE ARCHAMBAUD"
"2",2,"Étape 2","28/06/1933","Lille","Charleville-Mézières","LEARCO GUERRA"
"3",3,"Étape 3","29/06/1933","Charleville-Mézières","Metz","ALFONS SCHEPERS"
"4",4,"Étape 4","30/06/1933","Metz","Belfort","JEAN AERTS"
"5",5,"Étape 5","01/07/1933","Belfort","Evian-les-Bains","LÉON LOUYET"
"6",6,"Étape 6","03/07/1933","Evian-les-Bains","Aix-les-Bains","LEARCO GUERRA"
"7",7,"Étape 7","04/07/1933","Aix-les-Bains","Grenoble","LEARCO GUERRA"
"8",8,"Étape 8","05/07/1933","Grenoble","Gap","GEORGES SPEICHER"
"9",9,"Étape 9","06/07/1933","Gap","Digne-les-Bains","GEORGES SPEICHER"
"10",10,"Étape 10","07/07/1933","Digne-les-Bains","Nice","FERNAND CORNEZ"
"11",11,"Étape 11","09/07/1933","Nice","Cannes","MAURICE ARCHAMBAUD"
"12",12,"Étape 12","10/07/1933","Cannes","Marseille","GEORGES SPEICHER"
"13",13,"Étape 13","11/07/1933","Marseille","Montpellier","ANDRÉ LEDUCQ"
"14",14,"Étape 14","12/07/1933","Montpellier","Perpignan","ANDRÉ LEDUCQ"
"15",15,"Étape 15","14/07/1933","Perpignan","Ax-les-Thermes","JEAN AERTS"
"16",16,"Étape 16","15/07/1933","Ax-les-Thermes","Luchon","LÉON LOUYET"
"17",17,"Étape 17","16/07/1933","Luchon","Tarbes","JEAN AERTS"
"18",18,"Étape 18","17/07/1933","Tarbes","Pau","LEARCO GUERRA"
"19",19,"Étape 19","19/07/1933","Pau","Bordeaux","JEAN AERTS"
"20",20,"Étape 20","20/07/1933","Bordeaux","La Rochelle","JEAN AERTS"
"21",21,"Étape 21","21/07/1933","La Rochelle","Rennes","JEAN AERTS"
"22",22,"Étape 22","22/07/1933","Rennes","Caen","RENÉ LE GREVES"
"23",23,"Étape 23","23/07/1933","Caen","Paris","LEARCO GUERRA"
