"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","25/06/1981","Nice","Nice",NA
"2",2,"Étape 1.1","26/06/1981","Nice","Nice","JOHAN VAN DER VELDE"
"3",3,"Étape 1.2","26/06/1981","Nice","Antibes","FREDDY MAERTENS"
"4",4,"Étape 2","27/06/1981","Nice","Martigues","TI-RALEIGH-CREDA"
"5",5,"Étape 3","28/06/1981","Martigues","Narbonne","LUCIEN VAN IMPE"
"6",6,"Étape 4","29/06/1981","Narbonne","Carcassonne","BERNARD HINAULT"
"7",7,"Étape 5","30/06/1981","Saint Gaudens","Saint-Lary-Soulan Col du Portet","URS FREULER"
"8",8,"Étape 6","01/07/1981","Nay","Pau","AD WIJNANDS"
"9",9,"Étape 7","02/07/1981","Pau","Bordeaux","RENÉ MARTENS"
"10",10,"Étape 8","03/07/1981","Rochefort","Nantes","AD WIJNANDS"
"11",11,"Étape 9","05/07/1981","Nantes","Le Mans","DANIEL WILLEMS"
"12",12,"Étape 10","06/07/1981","Le Mans","Aulnay-sous-Bois",NA
"13",13,"Étape 11","07/07/1981","Compiègne","Roubaix","FREDDY MAERTENS"
"14",14,"Étape 12.1","08/07/1981","Roubaix","Bruxelles","BERNARD HINAULT"
"15",15,"Étape 12.2","08/07/1981","Bruxelles","Zolder","SEAN KELLY"
"16",16,"Étape 13","09/07/1981","Beringen","Hasselt","ROBERT ALBAN"
"17",17,"Étape 14","10/07/1981","Hasselt","Mulhouse","PETER WINNEN"
"18",18,"Étape 15","11/07/1981","Besançon","Thonon","BERNARD HINAULT"
"19",19,"Étape 16","12/07/1981","Thonon","Morzine","DANIEL WILLEMS"
"20",20,"Étape 17","14/07/1981","Morzine","L'Alpe-d'Huez","BERNARD HINAULT"
"21",21,"Étape 18","15/07/1981","L'Alpe-d'Huez","Le Pleynet","JOHAN VAN DER VELDE"
"22",22,"Étape 19","16/07/1981","Veurey","Saint-Priest","FREDDY MAERTENS"
"23",23,"Étape 20","17/07/1981","Saint-Priest","Saint-Priest",NA
"24",24,"Étape 21","18/07/1981","Auxerre","Fontenay-sous-Bois",NA
"25",25,"Étape 22","19/07/1981","Fontenay-sous-Bois","Paris",NA
