"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","01/07/1989","Luxembourg","Luxembourg","ACACIO DA SILVA"
"2",2,"Étape 1","02/07/1989","Luxembourg","Luxembourg","SUPER U"
"3",3,"Étape 2","02/07/1989","Luxembourg","Luxembourg","RAÚL ALCALÁ"
"4",4,"Étape 3","03/07/1989","Luxembourg","Spa","JELLE NIJDAM"
"5",5,"Étape 4","04/07/1989","Liège","Wasquehal","GREG LEMOND"
"6",6,"Étape 5","06/07/1989","Dinard","Rennes","JOËL PELIER"
"7",7,"Étape 6","07/07/1989","Rennes","Futuroscope","ETIENNE DE WILDE"
"8",8,"Étape 7","08/07/1989","Futuroscope","Bordeaux","MARTIN EARLEY"
"9",9,"Étape 8","09/07/1989","La Bastide d'Armagnac","Pau","MIGUEL INDURAIN"
"10",10,"Étape 9","10/07/1989","Pau","Cauterets","ROBERT MILLAR"
"11",11,"Étape 10","11/07/1989","Cauterets","Superbagnères","MATHIEU HERMANS"
"12",12,"Étape 11","12/07/1989","Luchon","Blagnac","VALERIO TEBALDI"
"13",13,"Étape 12","13/07/1989","Toulouse","Montpellier","VINCENT BARTEAU"
"14",14,"Étape 13","14/07/1989","Montpellier","Marseille","JELLE NIJDAM"
"15",15,"Étape 14","15/07/1989","Marseille","Gap","STEVEN ROOKS"
"16",16,"Étape 15","16/07/1989","Gap","Orcières-Merlette","PASCAL RICHARD"
"17",17,"Étape 16","18/07/1989","Gap","Briançon","GERT-JAN THEUNISSE"
"18",18,"Étape 17","19/07/1989","Briançon","L'Alpe-d'Huez","LAURENT FIGNON"
"19",19,"Étape 18","20/07/1989","Bourg-d'Oisans","Villard-de-Lans","GREG LEMOND"
"20",20,"Étape 19","21/07/1989","Villard-de-Lans","Aix-les-Bains","GIOVANNI FIDANZA"
"21",21,"Étape 20","22/07/1989","Aix-les-Bains","L'Isle d'Abeau","GREG LEMOND"
"22",22,"Étape 21","23/07/1989","Versailles","Paris",NA
