"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","19/06/1927","Paris","Dieppe","FRANCIS PELISSIER"
"2",2,"Étape 2","20/06/1927","Dieppe","Le Havre","MAURICE DE WAELE"
"3",3,"Étape 3","21/06/1927","Le Havre","Caen","HECTOR MARTIN"
"4",4,"Étape 4","22/06/1927","Caen","Cherbourg-en-Cotentin","CAMILLE VAN DE CASTEELE"
"5",5,"Étape 5","23/06/1927","Cherbourg-en-Cotentin","Dinan","FERDINAND LE DROGO"
"6",6,"Étape 6","24/06/1927","Dinan","Brest","ANDRÉ LEDUCQ"
"7",7,"Étape 7","25/06/1927","Brest","Vannes","GUSTAAF VAN SLEMBROUCK"
"8",8,"Étape 8","26/06/1927","Vannes","Les Sables","RAYMOND DECORTE"
"9",9,"Étape 9","27/06/1927","Les Sables","Bordeaux","ADELIN BENOIT"
"10",10,"Étape 10","28/06/1927","Bordeaux","Bayonne","PÉ VERHAEGEN"
"11",11,"Étape 11","30/06/1927","Bayonne","Luchon","NICOLAS FRANTZ"
"12",12,"Étape 12","02/07/1927","Luchon","Perpignan","GUSTAAF VAN SLEMBROUCK"
"13",13,"Étape 13","04/07/1927","Perpignan","Marseille","MAURICE DE WAELE"
"14",14,"Étape 14","05/07/1927","Marseille","Toulon","MARIUS GALLORINI"
"15",15,"Étape 15","06/07/1927","Toulon","Nice","NICOLAS FRANTZ"
"16",16,"Étape 16","08/07/1927","Nice","Briançon","JULIEN VERVAECKE"
"17",17,"Étape 17","09/07/1927","Briançon","Evian-les-Bains","PÉ VERHAEGEN"
"18",18,"Étape 18","11/07/1927","Evian-les-Bains","Pontarlier","ADELIN BENOIT"
"19",19,"Étape 19","12/07/1927","Pontarlier","Belfort","MAURICE GELDHOF"
"20",20,"Étape 20","13/07/1927","Belfort","Strasbourg","RAYMOND DECORTE"
"21",21,"Étape 21","14/07/1927","Strasbourg","Metz","NICOLAS FRANTZ"
"22",22,"Étape 22","15/07/1927","Metz","Charleville-Mézières","HECTOR MARTIN"
"23",23,"Étape 23","16/07/1927","Charleville-Mézières","Dunkerque","ANDRÉ LEDUCQ"
"24",24,"Étape 24","17/07/1927","Dunkerque","Paris","ANDRÉ LEDUCQ"
