"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","30/06/1912","Paris","Dunkerque","CHARLES CRUPELANDT"
"2",2,"Étape 2","02/07/1912","Dunkerque","Longwy","ODIEL DEFRAEYE"
"3",3,"Étape 3","04/07/1912","Longwy","Belfort","EUGÈNE CHRISTOPHE"
"4",4,"Étape 4","06/07/1912","Belfort","Chamonix","EUGÈNE CHRISTOPHE"
"5",5,"Étape 5","08/07/1912","Chamonix","Grenoble","EUGÈNE CHRISTOPHE"
"6",6,"Étape 6","10/07/1912","Grenoble","Nice","OCTAVE LAPIZE"
"7",7,"Étape 7","12/07/1912","Nice","Marseille","ODIEL DEFRAEYE"
"8",8,"Étape 8","14/07/1912","Marseille","Perpignan","VICENZO BORGARELLO"
"9",9,"Étape 9","16/07/1912","Perpignan","Luchon","ODIEL DEFRAEYE"
"10",10,"Étape 10","18/07/1912","Luchon","Bayonne","LOUIS MOTTIAT"
"11",11,"Étape 11","20/07/1912","Bayonne","La Rochelle","JEAN ALAVOINE"
"12",12,"Étape 12","22/07/1912","La Rochelle","Brest","LOUIS HEUSGHEM"
"13",13,"Étape 13","24/07/1912","Brest","Cherbourg-en-Cotentin","JEAN ALAVOINE"
"14",14,"Étape 14","26/07/1912","Cherbourg-en-Cotentin","Le Havre","VICENZO BORGARELLO"
"15",15,"Étape 15","28/07/1912","Le Havre","Paris","JEAN ALAVOINE"
