"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","05/07/2014","Leeds","Harrogate","MARCEL KITTEL"
"2",2,"Étape 2","06/07/2014","York","Sheffield","VINCENZO NIBALI"
"3",3,"Étape 3","07/07/2014","Cambridge","Londres","MARCEL KITTEL"
"4",4,"Étape 4","08/07/2014","Le Touquet-Paris-Plage","Lille","MARCEL KITTEL"
"5",5,"Étape 5","09/07/2014","Ypres","Arenberg Porte du Hainaut","LARS BOOM"
"6",6,"Étape 6","10/07/2014","Arras","Reims","ANDRÉ GREIPEL"
"7",7,"Étape 7","11/07/2014","Épernay","Nancy","MATTEO TRENTIN"
"8",8,"Étape 8","12/07/2014","Tomblaine","Gérardmer","BLEL KADRI"
"9",9,"Étape 9","13/07/2014","Gérardmer","Mulhouse","TONY MARTIN"
"10",10,"Étape 10","14/07/2014","Mulhouse","La Planche des Belles Filles","VINCENZO NIBALI"
"11",11,"Étape 11","16/07/2014","Besançon","Oyonnax","TONY GALLOPIN"
"12",12,"Étape 12","17/07/2014","Bourg-en-Bresse","Saint-Etienne","ALEXANDER KRISTOFF"
"13",13,"Étape 13","18/07/2014","Saint-Etienne","Chamrousse","VINCENZO NIBALI"
"14",14,"Étape 14","19/07/2014","Grenoble","Risoul","RAFAL MAJKA"
"15",15,"Étape 15","20/07/2014","Tallard","Nîmes","ALEXANDER KRISTOFF"
"16",16,"Étape 16","22/07/2014","Carcassonne","Luchon","MICHAEL ROGERS"
"17",17,"Étape 17","23/07/2014","Saint Gaudens","Saint-Lary-Soulan Col du Portet","RAFAL MAJKA"
"18",18,"Étape 18","24/07/2014","Pau","Hautacam","VINCENZO NIBALI"
"19",19,"Étape 19","25/07/2014","Maubourguet Pays du Val d'Adour","Bergerac","RAMUNAS NAVARDAUSKAS"
"20",20,"Étape 20","26/07/2014","Bergerac","Périgueux","TONY MARTIN"
"21",21,"Étape 21","27/07/2014","Evry","Paris","MARCEL KITTEL"
