"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","08/07/1907","Paris","Roubaix","LOUIS TROUSSELIER"
"2",2,"Étape 2","10/07/1907","Roubaix","Metz","EMILE GEORGET"
"3",3,"Étape 3","12/07/1907","Metz","Belfort","EMILE GEORGET"
"4",4,"Étape 4","14/07/1907","Belfort","Lyon","MARCEL CADOLLE"
"5",5,"Étape 5","16/07/1907","Lyon","Grenoble","EMILE GEORGET"
"6",6,"Étape 6","18/07/1907","Grenoble","Nice","GEORGES PASSERIEU"
"7",7,"Étape 7","20/07/1907","Nice","Nîmes","EMILE GEORGET"
"8",8,"Étape 8","22/07/1907","Nîmes","Toulouse","LUCIEN MAZAN DIT PETIT-BRETON"
"9",9,"Étape 9","24/07/1907","Toulouse","Bayonne",NA
"10",10,"Étape 10","26/07/1907","Bayonne","Bordeaux","GUSTAVE GARRIGOU"
"11",11,"Étape 11","28/07/1907","Bordeaux","Nantes","LUCIEN MAZAN DIT PETIT-BRETON"
"12",12,"Étape 12","30/07/1907","Nantes","Brest","GUSTAVE GARRIGOU"
"13",13,"Étape 13","01/08/1907","Brest","Caen","EMILE GEORGET"
"14",14,"Étape 14","04/08/1907","Caen","Paris","GEORGES PASSERIEU"
