"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","02/07/1930","Paris","Caen","CHARLES PELISSIER"
"2",2,"Étape 2","03/07/1930","Caen","Dinan","LEARCO GUERRA"
"3",3,"Étape 3","04/07/1930","Dinan","Brest","CHARLES PELISSIER"
"4",4,"Étape 4","05/07/1930","Brest","Vannes","OMER TAVERNE"
"5",5,"Étape 5","06/07/1930","Vannes","Les Sables","ANDRÉ LEDUCQ"
"6",6,"Étape 6","07/07/1930","Les Sables","Bordeaux","JEAN AERTS"
"7",7,"Étape 7","08/07/1930","Bordeaux","Hendaye","JULES MERVIEL"
"8",8,"Étape 8","09/07/1930","Hendaye","Pau","ALFREDO BINDA"
"9",9,"Étape 9","10/07/1930","Pau","Luchon","ALFREDO BINDA"
"10",10,"Étape 10","12/07/1930","Luchon","Perpignan","CHARLES PELISSIER"
"11",11,"Étape 11","14/07/1930","Perpignan","Montpellier","CHARLES PELISSIER"
"12",12,"Étape 12","15/07/1930","Montpellier","Marseille","ANTONIN MAGNE"
"13",13,"Étape 13","16/07/1930","Marseille","Cannes","LEARCO GUERRA"
"14",14,"Étape 14","17/07/1930","Cannes","Nice","LOUIS PEGLION"
"15",15,"Étape 15","19/07/1930","Nice","Grenoble","LEARCO GUERRA"
"16",16,"Étape 16","21/07/1930","Grenoble","Evian-les-Bains","ANDRÉ LEDUCQ"
"17",17,"Étape 17","23/07/1930","Evian-les-Bains","Belfort","FRANS BONDUEL"
"18",18,"Étape 18","24/07/1930","Belfort","Metz","CHARLES PELISSIER"
"19",19,"Étape 19","25/07/1930","Metz","Charleville-Mézières","CHARLES PELISSIER"
"20",20,"Étape 20","26/07/1930","Charleville-Mézières","Dunkerque","CHARLES PELISSIER"
"21",21,"Étape 21","27/07/1930","Dunkerque","Paris","CHARLES PELISSIER"
