"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","05/07/1909","Paris","Roubaix","CYRILLE VAN HAUWAERT"
"2",2,"Étape 2","07/07/1909","Roubaix","Metz","FRANÇOIS FABER"
"3",3,"Étape 3","09/07/1909","Metz","Belfort","FRANÇOIS FABER"
"4",4,"Étape 4","11/07/1909","Belfort","Lyon","FRANÇOIS FABER"
"5",5,"Étape 5","13/07/1909","Lyon","Grenoble",NA
"6",6,"Étape 6","15/07/1909","Grenoble","Nice","FRANÇOIS FABER"
"7",7,"Étape 7","17/07/1909","Nice","Nîmes","ERNEST, DIT ''FABER ERNEST'' PAUL"
"8",8,"Étape 8","19/07/1909","Nîmes","Toulouse","JEAN ALAVOINE"
"9",9,"Étape 9","21/07/1909","Toulouse","Bayonne","CONSTANT MENAGER"
"10",10,"Étape 10","23/07/1909","Bayonne","Bordeaux","FRANÇOIS FABER"
"11",11,"Étape 11","25/07/1909","Bordeaux","Nantes","LOUIS TROUSSELIER"
"12",12,"Étape 12","27/07/1909","Nantes","Brest","GUSTAVE GARRIGOU"
"13",13,"Étape 13","29/07/1909","Brest","Caen","PAUL DUBOC"
"14",14,"Étape 14","01/08/1909","Caen","Paris","JEAN ALAVOINE"
