"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","26/06/1970","Limoges","Limoges","CYRILLE GUIMARD"
"2",2,"Étape 1","27/06/1970","Limoges","La Rochelle","ITALO ZILIOLI"
"3",3,"Étape 2","28/06/1970","La Rochelle","Angers",NA
"4",4,"Étape 3.1","29/06/1970","Angers","Angers","WALTER GODEFROOT"
"5",5,"Étape 3.2","29/06/1970","Angers","Rennes",NA
"6",6,"Étape 4","30/06/1970","Rennes","Lisieux","ROGER DE VLAEMINCK"
"7",7,"Étape 5.1","01/07/1970","Lisieux","Rouen",NA
"8",8,"Étape 5.2","01/07/1970","Rouen","Amiens","ALAIN VASSEUR"
"9",9,"Étape 6","02/07/1970","Amiens","Valenciennes","MORGENS FREY"
"10",10,"Étape 7.1","03/07/1970","Valenciennes","Forest","EDDY MERCKX"
"11",11,"Étape 7.2","03/07/1970","Forest","Forest",NA
"12",12,"Étape 8","04/07/1970","Ciney","Feldsberg","EDDY MERCKX"
"13",13,"Étape 9","05/07/1970","Sarrelouis","Mulhouse","PRIMO MORI"
"14",14,"Étape 10","06/07/1970","Belfort","Divonne","EDDY MERCKX"
"15",15,"Étape 11.1","07/07/1970","Divonne","Divonne","MARINUS ''RINI'' WAGTMANS"
"16",16,"Étape 11.2","07/07/1970","Divonne","Thonon","FLORENT VAN VLIERBERGHE"
"17",17,"Étape 12","08/07/1970","Thonon","Grenoble","LUIS OCANA"
"18",18,"Étape 13","09/07/1970","Grenoble","Gap","BERNARD THEVENET"
"19",19,"Étape 14","10/07/1970","Gap","Mont Ventoux","CHRISTIAN RAYMOND"
"20",20,"Étape 15","11/07/1970","Carpentras","Montpellier",NA
"21",21,"Étape 16","12/07/1970","Montpellier","Toulouse","MARINO BASSO"
"22",22,"Étape 17","13/07/1970","Toulouse","Saint Gaudens","JEAN-PIERRE DANGUILLAUME"
"23",23,"Étape 18","14/07/1970","Saint Gaudens","La Mongie","EDDY MERCKX"
"24",24,"Étape 19","15/07/1970","Bagnères-de-Bigorre","Mourenx",NA
"25",25,"Étape 20.1","16/07/1970","Mourenx","Bordeaux",NA
"26",26,"Étape 20.2","16/07/1970","Bordeaux","Bordeaux",NA
"27",27,"Étape 21","17/07/1970","Ruffec","Tours",NA
"28",28,"Étape 22","18/07/1970","Tours","Versailles",NA
"29",29,"Étape 23","19/07/1970","Versailles","Paris",NA
