"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","01/07/2006","Strasbourg","Strasbourg","JIMMY CASPER"
"2",2,"Étape 1","02/07/2006","Strasbourg","Strasbourg","ROBBIE MC EWEN"
"3",3,"Étape 2","03/07/2006","Obernai","Esch-sur-Alzette","MATTHIAS KESSLER"
"4",4,"Étape 3","04/07/2006","Esch-sur-Alzette","Valkenburg","ROBBIE MC EWEN"
"5",5,"Étape 4","05/07/2006","Huy","Saint-Quentin","OSCAR FREIRE"
"6",6,"Étape 5","06/07/2006","Beauvais","Caen","ROBBIE MC EWEN"
"7",7,"Étape 6","07/07/2006","Lisieux","Vitré","SERHIY HONCHAR"
"8",8,"Étape 7","08/07/2006","Saint-Grégoire","Rennes","SYLVAIN CALZATI"
"9",9,"Étape 8","09/07/2006","Saint-Meen-le-Grand","Lorient","OSCAR FREIRE"
"10",10,"Étape 9","11/07/2006","Bordeaux","Dax","JUAN MIGUEL MERCADO"
"11",11,"Étape 10","12/07/2006","Cambo-les-Bains","Pau","DENIS MENCHOV"
"12",12,"Étape 11","13/07/2006","Tarbes","Val d'Aran","YAROSLAV POPOVYCH"
"13",13,"Étape 12","14/07/2006","Luchon","Carcassonne","JENS VOIGT"
"14",14,"Étape 13","15/07/2006","Béziers","Montélimar","PIERRICK FEDRIGO"
"15",15,"Étape 14","16/07/2006","Montélimar","Gap","FRANK SCHLECK"
"16",16,"Étape 15","18/07/2006","Gap","L'Alpe-d'Huez","MICHAEL RASMUSSEN"
"17",17,"Étape 16","19/07/2006","Bourg-d'Oisans","La Toussuire","CARLOS SASTRE"
"18",18,"Étape 17","20/07/2006","Saint-Jean-de-Maurienne","Morzine","MATTEO TOSATTO"
"19",19,"Étape 18","21/07/2006","Morzine","Mâcon","SERHIY HONCHAR"
"20",20,"Étape 19","22/07/2006","Le Creusot","Montceau-les-Mines","THOR HUSHOVD"
"21",21,"Étape 20","23/07/2006","Sceaux","Paris",NA
