"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","21/06/1925","Paris","Le Havre","OTTAVIO BOTTECCHIA"
"2",2,"Étape 2","23/06/1925","Le Havre","Cherbourg-en-Cotentin","ROMAIN BELLENGER"
"3",3,"Étape 3","25/06/1925","Cherbourg-en-Cotentin","Brest","LOUIS MOTTIAT"
"4",4,"Étape 4","26/06/1925","Brest","Vannes","NICOLAS FRANTZ"
"5",5,"Étape 5","27/06/1925","Vannes","Les Sables","NICOLAS FRANTZ"
"6",6,"Étape 6","28/06/1925","Les Sables","Bordeaux","OTTAVIO BOTTECCHIA"
"7",7,"Étape 7","30/06/1925","Bordeaux","Bayonne","OTTAVIO BOTTECCHIA"
"8",8,"Étape 8","01/07/1925","Bayonne","Luchon","ADELIN BENOIT"
"9",9,"Étape 9","03/07/1925","Luchon","Perpignan","NICOLAS FRANTZ"
"10",10,"Étape 10","05/07/1925","Perpignan","Nîmes","THÉOPHILE BEECKMAN"
"11",11,"Étape 11","06/07/1925","Nîmes","Toulon","LUCIEN BUYSSE"
"12",12,"Étape 12","07/07/1925","Toulon","Nice","LUCIEN BUYSSE"
"13",13,"Étape 13","09/07/1925","Nice","Briançon","BARTOLOMEO AIMO"
"14",14,"Étape 14","11/07/1925","Briançon","Evian-les-Bains","HECTOR MARTIN"
"15",15,"Étape 15","13/07/1925","Evian-les-Bains","Mulhouse","NICOLAS FRANTZ"
"16",16,"Étape 16","15/07/1925","Mulhouse","Metz","HECTOR MARTIN"
"17",17,"Étape 17","17/07/1925","Metz","Dunkerque","HECTOR MARTIN"
"18",18,"Étape 18","19/07/1925","Dunkerque","Paris","OTTAVIO BOTTECCHIA"
