"","id","n","annee","depart","arrivee","winner"
"1",1,"Prologue","04/07/1988","La Baule","La Baule","STEVE BAUER"
"2",2,"Étape 1","04/07/1988","Pontchateau","Machecoul","PANASONIC-ISOSTAR"
"3",3,"Étape 2","04/07/1988","La Haye Fouassière","Ancenis","JEAN-PAUL VAN POPPEL"
"4",4,"Étape 3","05/07/1988","Nantes","Le Mans","ACACIO DA SILVA"
"5",5,"Étape 4","06/07/1988","Le Mans","Evreux","JELLE NIJDAM"
"6",6,"Étape 5","07/07/1988","Neufchatel-en-Bray","Liévin","SEAN YATES"
"7",7,"Étape 6","08/07/1988","Liévin","Wasquehal","VALERIO TEBALDI"
"8",8,"Étape 7","09/07/1988","Wasquehal","Reims","ROLF GOLZ"
"9",9,"Étape 8","10/07/1988","Reims","Nancy","JÉRÔME SIMON"
"10",10,"Étape 9","11/07/1988","Nancy","Strasbourg","JEAN-PAUL VAN POPPEL"
"11",11,"Étape 10","12/07/1988","Belfort","Besançon","FABIO PARRA"
"12",12,"Étape 11","13/07/1988","Besançon","Morzine","STEVEN ROOKS"
"13",13,"Étape 12","14/07/1988","Morzine","L'Alpe-d'Huez","PEDRO DELGADO"
"14",14,"Étape 13","15/07/1988","Grenoble","Villard-de-Lans","MASSIMO GHIROTTO"
"15",15,"Étape 14","17/07/1988","Blagnac","Guzet-Neige","LAUDELINO CUBINO GONZALEZ"
"16",16,"Étape 15","18/07/1988","Saint-Girons","Luz Ardiden","ADRI VAN DER POEL"
"17",17,"Étape 16","19/07/1988","Tarbes","Pau","JEAN-PAUL VAN POPPEL"
"18",18,"Étape 17","19/07/1988","Pau","Bordeaux","GIANNI BUGNO"
"19",19,"Étape 18","20/07/1988","Ruelle","Limoges","JOHNNY WELTZ"
"20",20,"Étape 19","21/07/1988","Limoges","Puy de Dôme","THIERRY MARIE"
"21",21,"Étape 20","22/07/1988","Clermont-Ferrand","Chalon-sur-Saône","JUAN MARTINEZ-OLIVER"
"22",22,"Étape 21","23/07/1988","Santenay","Santenay","JEAN-PAUL VAN POPPEL"
"23",23,"Étape 22","24/07/1988","Nemours","Paris",NA
