"","id","n","annee","depart","arrivee","winner"
"1",1,"Étape 1","27/06/1920","Paris","Le Havre","LOUIS MOTTIAT"
"2",2,"Étape 2","29/06/1920","Le Havre","Cherbourg-en-Cotentin","PHILIPPE THYS"
"3",3,"Étape 3","01/07/1920","Cherbourg-en-Cotentin","Brest","HENRI PELISSIER"
"4",4,"Étape 4","03/07/1920","Brest","Les Sables","HENRI PELISSIER"
"5",5,"Étape 5","05/07/1920","Les Sables","Bayonne","FIRMIN LAMBOT"
"6",6,"Étape 6","07/07/1920","Bayonne","Luchon","FIRMIN LAMBOT"
"7",7,"Étape 7","09/07/1920","Luchon","Perpignan","JEAN ROSSIUS"
"8",8,"Étape 8","11/07/1920","Perpignan","Aix en Provence","LOUIS HEUSGHEM"
"9",9,"Étape 9","13/07/1920","Aix en Provence","Nice","PHILIPPE THYS"
"10",10,"Étape 10","15/07/1920","Nice","Grenoble","HECTOR HEUSGHEM"
"11",11,"Étape 11","17/07/1920","Grenoble","Gex","LÉON SCIEUR"
"12",12,"Étape 12","19/07/1920","Gex","Strasbourg","PHILIPPE THYS"
"13",13,"Étape 13","21/07/1920","Strasbourg","Metz","PHILIPPE THYS"
"14",14,"Étape 14","23/07/1920","Metz","Dunkerque","FÉLIX GOETHALS"
"15",15,"Étape 15","25/07/1920","Dunkerque","Paris","JEAN ROSSIUS"
